customer_id,age,gender,marital_status,education_level,employment_status,region,customer_tenure_years,annual_income,employment_years,savings_balance,monthly_expenses,existing_loans,num_delinquencies,recent_credit_inquiries,loan_amount,credit_score,debt_to_income_ratio,kyc_verified,document_match_score,face_match_score,liveness_score,device_trust_score,transaction_velocity,avg_txn_amount,cash_out_ratio,account_age_months,geo_risk_score,rule_engine_hits,fraud_probability_true,fraud_label
C014678,59,Female,Married,High School,Salaried,Central,2.5,182891.0,2.5,55072.0,13366.0,4,0,2,27935.0,748.0,0.181,1,0.83,0.965,0.95,0.74,8.8,2468.0,0.826,137.0,0.067,0,0.0569,0
C014679,73,Female,Divorced,High School,Salaried,South,7.0,150000.0,7.0,33840.0,7519.0,2,1,3,14520.0,714.0,0.097,1,0.915,0.815,0.902,0.595,1.84,4057.0,0.226,53.0,0.203,1,0.3287,0
C014680,25,Male,Married,High School,Salaried,North,15.0,150000.0,11.0,59261.0,7162.0,3,0,6,11545.0,736.0,0.068,1,0.816,0.937,0.981,0.852,6.31,1211.0,0.517,38.0,0.0,1,0.1146,0
C014681,51,Male,Single,High School,Contract,North,8.0,150000.0,7.0,16793.0,6595.0,1,1,0,35021.0,744.0,0.234,1,0.884,0.914,0.924,0.7,2.13,3232.0,0.409,24.0,0.407,1,0.061,0
C014682,48,Female,Single,Master,Contract,Central,5.2,150000.0,5.2,121124.0,6962.0,2,0,0,10220.0,791.0,0.05,1,0.936,0.828,0.912,0.545,3.6,988.0,0.181,83.0,0.251,0,0.0041,0
C014683,35,Male,Married,Associate,Salaried,East,1.1,150000.0,1.1,62698.0,8770.0,0,3,6,42621.0,648.0,0.246,1,0.932,0.955,0.892,0.836,14.68,3829.0,0.121,11.0,0.0,2,0.945,1
C014684,57,Male,Single,PhD,Salaried,East,12.5,150000.0,12.5,6943.0,5000.0,4,3,2,19452.0,605.0,0.175,0,0.539,0.618,0.559,0.855,9.8,7315.0,0.155,48.0,0.0,1,0.9564,1
C014685,72,Male,Single,Master,Salaried,East,0.6,150000.0,0.6,60997.0,5000.0,3,0,1,5727.0,752.0,0.09,1,0.994,0.718,0.937,0.928,6.29,1269.0,0.171,78.0,0.232,0,0.0228,0
C014686,32,Male,Single,Bachelor,Self-employed,North,7.9,150000.0,7.0,44939.0,9461.0,1,1,0,13339.0,697.0,0.16,1,1.0,0.948,0.957,0.655,3.7,1427.0,0.268,27.0,0.363,1,0.0882,0
C014687,21,Female,Married,High School,Self-employed,West,14.3,150000.0,2.0,20796.0,8774.0,3,0,2,38750.0,720.0,0.244,1,1.0,0.908,0.97,0.887,2.72,1486.0,0.289,16.0,0.134,0,0.0675,0
C014688,40,Female,Single,PhD,Contract,West,2.9,150000.0,0.0,151984.0,6321.0,2,1,1,15947.0,721.0,0.118,1,0.83,0.832,1.0,0.844,12.42,1574.0,0.634,140.0,0.012,1,0.1462,0
C014689,37,Female,Single,Bachelor,Contract,South,3.0,150000.0,3.0,9772.0,9880.0,0,0,1,5000.0,811.0,0.019,1,0.717,0.847,0.829,1.0,2.55,1063.0,0.917,104.0,0.154,0,0.021,0
C014690,63,Male,Married,Associate,Salaried,Central,4.6,150000.0,4.6,77983.0,10623.0,0,1,3,28055.0,623.0,0.22,1,0.831,0.868,1.0,0.77,4.36,4344.0,0.147,56.0,0.415,1,0.708,1
C014691,51,Male,Married,Associate,Contract,North,12.1,150000.0,6.0,22483.0,8490.0,0,0,1,14672.0,738.0,0.141,1,0.924,0.8,0.978,0.61,5.29,2851.0,0.282,53.0,0.454,0,0.0116,0
C014692,19,Male,Married,Master,Salaried,Central,17.1,150000.0,4.0,7083.0,9880.0,0,2,0,50949.0,670.0,0.294,1,0.885,0.948,0.871,0.936,1.04,1868.0,0.816,20.0,0.099,1,0.3721,0
C014693,39,Male,Single,Master,Unemployed,North,0.2,150000.0,0.2,11451.0,7641.0,0,0,3,37212.0,765.0,0.242,1,0.881,0.919,0.99,0.908,3.81,5212.0,0.973,46.0,0.257,0,0.0619,0
C014694,63,Male,Single,Associate,Salaried,North,4.6,150000.0,4.6,6644.0,10467.0,1,0,2,10561.0,764.0,0.113,1,1.0,1.0,0.808,0.934,3.36,4761.0,0.134,80.0,0.609,0,0.0207,0
C014695,47,Female,Single,Associate,Salaried,West,2.9,150000.0,2.9,44284.0,5352.0,5,0,4,60160.0,664.0,0.356,1,0.917,0.809,1.0,0.963,1.72,1294.0,0.857,57.0,0.004,1,0.2446,0
C014696,52,Male,Divorced,Master,Contract,Central,0.8,150000.0,0.8,43185.0,10524.0,5,0,6,158996.0,561.0,0.909,1,0.848,0.979,0.858,0.875,15.56,2866.0,0.742,90.0,0.024,2,0.9739,1
C014697,34,Female,Single,Master,Salaried,Central,6.0,150000.0,6.0,14285.0,10550.0,2,0,1,57804.0,773.0,0.345,1,0.888,0.876,0.904,0.872,3.57,1639.0,0.596,33.0,0.531,0,0.025,0
C014698,37,Female,Single,Bachelor,Contract,East,3.3,150000.0,3.3,5735.0,10552.0,1,0,1,12981.0,736.0,0.055,1,0.821,0.998,0.871,0.688,18.33,3204.0,0.781,39.0,0.245,0,0.0216,0
C014699,26,Male,Single,High School,Contract,South,6.5,150000.0,6.5,7013.0,10053.0,2,0,3,7321.0,730.0,0.088,1,1.0,0.942,0.904,0.565,1.06,1525.0,0.476,84.0,0.072,0,0.0563,0
C014700,23,Female,Married,Associate,Contract,Central,5.1,150000.0,3.0,40158.0,6704.0,1,0,1,42003.0,744.0,0.227,1,0.769,0.858,0.927,0.649,5.0,1044.0,0.466,30.0,0.326,0,0.0311,0
C014701,20,Female,Single,Bachelor,Salaried,Central,12.4,150000.0,2.0,4819.0,11286.0,4,1,2,19809.0,727.0,0.181,0,0.462,0.525,0.522,0.657,5.29,1573.0,0.921,27.0,0.347,1,0.3429,0
C014702,56,Male,Married,High School,Self-employed,South,14.5,150000.0,8.0,5357.0,5000.0,5,0,1,11758.0,781.0,0.126,1,1.0,0.976,0.957,0.686,13.45,663.0,0.148,27.0,0.697,0,0.0155,0
C014703,27,Female,Married,High School,Unemployed,Central,1.9,150000.0,1.9,26948.0,6990.0,4,0,3,17679.0,763.0,0.136,1,0.806,1.0,0.835,0.813,9.55,2987.0,0.091,5.0,0.0,0,0.0249,0
C014704,53,Female,Married,Associate,Salaried,East,2.5,150000.0,2.5,42215.0,8256.0,2,3,6,29792.0,590.0,0.229,1,0.947,0.914,0.952,0.782,3.08,3255.0,0.213,27.0,0.188,2,0.9823,1
C014705,77,Female,Married,Bachelor,Salaried,Central,1.9,150000.0,1.9,28627.0,10603.0,3,0,3,37910.0,681.0,0.275,1,0.748,1.0,1.0,0.743,2.22,1567.0,0.112,23.0,0.357,0,0.2075,0
C014706,61,Female,Single,Bachelor,Contract,Central,8.8,150000.0,7.0,43717.0,9190.0,1,0,3,16197.0,734.0,0.113,1,1.0,1.0,0.957,0.932,3.64,4892.0,0.69,8.0,0.376,0,0.0614,0
C014707,53,Male,Married,PhD,Self-employed,Central,4.2,150000.0,4.2,24816.0,7425.0,0,0,6,14363.0,720.0,0.093,1,0.912,1.0,0.914,0.791,6.55,2118.0,0.842,53.0,0.064,1,0.1559,0
C014708,25,Male,Single,High School,Salaried,Central,1.2,201383.0,1.2,59859.0,9272.0,5,0,1,21506.0,784.0,0.112,1,0.69,0.812,0.834,0.849,10.05,1114.0,0.839,45.0,0.235,0,0.0233,0
C014709,48,Female,Married,Master,Self-employed,East,5.6,150000.0,4.0,10580.0,6822.0,5,0,0,15632.0,774.0,0.068,1,0.941,0.863,0.928,0.793,1.12,1143.0,0.97,119.0,0.177,0,0.014,0
C014710,73,Female,Married,Bachelor,Salaried,South,8.5,150000.0,4.0,135161.0,7746.0,5,0,1,6585.0,726.0,0.089,1,0.933,0.761,1.0,0.957,5.82,1736.0,0.24,69.0,0.368,0,0.0654,0
C014711,41,Female,Married,PhD,Contract,North,10.9,150000.0,7.0,55551.0,6952.0,0,0,3,25822.0,750.0,0.169,1,0.813,0.958,0.892,0.633,13.22,1712.0,0.259,43.0,0.396,0,0.0787,0
C014712,69,Female,Married,High School,Self-employed,Central,4.1,174941.0,4.0,190474.0,12330.0,4,0,0,38092.0,710.0,0.18,1,0.812,0.902,0.926,1.0,6.41,3398.0,0.943,7.0,0.312,0,0.0211,0
C014713,61,Female,Divorced,Associate,Salaried,North,4.8,150000.0,3.0,10998.0,8502.0,2,0,5,9474.0,703.0,0.065,1,0.817,0.939,0.898,0.675,3.94,2584.0,0.076,10.0,0.3,1,0.3198,0
C014714,34,Female,Single,Associate,Salaried,East,1.4,150000.0,1.4,15371.0,5000.0,1,0,3,34176.0,772.0,0.244,1,0.986,0.899,0.886,1.0,3.31,1584.0,0.812,19.0,0.48,0,0.0731,0
C014715,26,Male,Married,High School,Self-employed,West,15.1,150000.0,10.0,16720.0,5000.0,4,0,0,15311.0,824.0,0.073,1,0.76,0.93,0.935,0.863,9.54,3052.0,0.347,44.0,0.426,0,0.0219,0
C014716,19,Male,Married,Associate,Unemployed,West,11.8,150000.0,8.0,7628.0,10516.0,3,0,1,36613.0,738.0,0.266,0,0.832,0.494,0.584,0.7,2.61,1412.0,0.464,33.0,0.287,0,0.1523,0
C014717,35,Male,Married,Bachelor,Salaried,South,8.8,150000.0,8.8,47843.0,5451.0,4,0,2,57272.0,726.0,0.387,1,0.988,0.886,0.875,0.714,2.49,4843.0,0.757,60.0,0.16,0,0.0516,0
C014718,38,Male,Married,Bachelor,Salaried,West,7.1,150000.0,7.1,6335.0,5000.0,5,0,1,6048.0,804.0,0.02,1,0.837,0.907,0.92,0.866,4.25,4309.0,0.948,103.0,0.038,0,0.0052,0
C014719,58,Female,Married,Bachelor,Salaried,West,1.9,150000.0,1.9,11323.0,5000.0,1,0,4,5000.0,780.0,0.034,1,0.867,0.856,0.959,0.887,1.83,1816.0,0.073,56.0,0.156,1,0.0328,0
C014720,53,Female,Single,High School,Unemployed,West,6.0,150000.0,6.0,70387.0,5883.0,2,0,0,7753.0,715.0,0.056,1,0.912,0.983,0.957,0.723,2.25,1662.0,0.648,17.0,0.479,0,0.0079,0
C014721,47,Female,Married,Master,Salaried,North,10.4,150000.0,10.4,48773.0,11403.0,4,0,0,113954.0,704.0,0.663,1,0.859,0.866,0.941,0.809,13.97,2726.0,0.619,41.0,0.0,1,0.125,0
C014722,62,Male,Married,Associate,Salaried,Central,7.2,150000.0,2.0,48519.0,5390.0,4,1,3,7890.0,732.0,0.035,1,0.999,0.888,0.94,0.892,6.82,2201.0,0.719,29.0,0.281,1,0.0508,0
C014723,65,Male,Single,Bachelor,Unemployed,East,5.5,150000.0,5.5,14652.0,9214.0,4,0,1,11390.0,735.0,0.11,1,0.903,0.93,0.966,0.785,7.8,932.0,0.768,78.0,0.324,0,0.0234,0
C014724,62,Male,Divorced,Associate,Self-employed,South,5.6,150000.0,5.6,31074.0,9601.0,0,0,0,23930.0,756.0,0.162,1,0.858,0.963,0.788,0.811,0.51,2944.0,0.73,52.0,0.0,0,0.0139,0
C014725,73,Female,Single,Associate,Contract,South,9.1,150000.0,1.0,20085.0,7144.0,2,0,1,33615.0,705.0,0.204,1,0.95,0.887,0.954,0.774,4.46,2820.0,0.522,22.0,0.382,0,0.0295,0
C014726,40,Male,Divorced,Bachelor,Unemployed,North,6.7,150000.0,6.7,16868.0,5475.0,0,0,2,14963.0,759.0,0.109,1,0.869,0.854,0.915,0.791,8.78,3531.0,0.73,100.0,0.337,0,0.0165,0
C014727,69,Female,Married,High School,Salaried,North,4.7,150000.0,4.0,119199.0,9981.0,4,3,6,8082.0,617.0,0.057,0,0.722,0.64,0.718,0.423,7.4,1374.0,0.862,23.0,0.245,2,0.9778,1
C014728,44,Female,Single,High School,Contract,East,5.7,150000.0,1.0,7084.0,11205.0,2,2,2,43813.0,634.0,0.291,1,0.818,0.906,0.898,0.631,3.58,529.0,0.944,99.0,0.435,1,0.6181,1
C014729,29,Male,Single,PhD,Contract,East,1.9,150000.0,1.9,39267.0,9414.0,2,0,1,16769.0,764.0,0.118,1,0.901,0.913,0.945,0.907,1.81,9462.0,0.372,38.0,0.095,0,0.0072,0
C014730,27,Female,Married,Bachelor,Salaried,West,7.0,232371.0,2.0,36356.0,13882.0,1,0,5,22426.0,688.0,0.088,1,0.903,1.0,1.0,0.817,5.34,2083.0,0.753,38.0,0.038,1,0.1439,0
C014731,23,Male,Single,Master,Self-employed,East,7.4,150000.0,2.0,43313.0,8042.0,1,0,2,8881.0,749.0,0.026,1,0.82,0.885,0.863,0.894,2.35,1056.0,0.425,68.0,0.361,0,0.0257,0
C014732,77,Male,Single,Master,Salaried,West,8.7,150000.0,3.0,12116.0,10604.0,1,1,0,6390.0,713.0,0.114,1,0.878,0.877,0.853,0.792,4.05,3418.0,0.064,104.0,0.152,1,0.0401,0
C014733,28,Female,Married,High School,Salaried,North,6.3,150000.0,1.0,35763.0,5000.0,1,0,4,11598.0,772.0,0.056,1,0.874,0.918,0.924,0.61,7.91,1261.0,0.907,45.0,0.384,1,0.1078,0
C014734,69,Male,Divorced,Bachelor,Salaried,West,7.0,150000.0,7.0,24207.0,7474.0,5,1,2,50567.0,697.0,0.312,1,0.89,0.85,0.882,1.0,9.64,864.0,0.521,101.0,0.0,1,0.2657,0
C014735,66,Male,Single,Bachelor,Salaried,Central,12.7,150000.0,7.0,26754.0,10511.0,1,0,0,32697.0,690.0,0.195,1,0.839,0.83,0.867,0.838,4.49,500.0,0.019,105.0,0.036,0,0.0134,0
C014736,45,Female,Married,Master,Contract,West,1.4,150000.0,1.4,44742.0,7493.0,0,1,1,31983.0,736.0,0.235,1,0.932,0.934,0.869,0.778,11.81,1025.0,0.251,30.0,0.0,1,0.1093,0
C014737,74,Male,Married,PhD,Salaried,East,11.2,150000.0,4.0,37961.0,5000.0,0,0,1,9750.0,774.0,0.063,1,0.747,1.0,0.933,0.712,3.25,939.0,0.462,57.0,0.066,0,0.0065,0
C014738,74,Male,Married,High School,Contract,Central,17.4,150000.0,7.0,31988.0,6930.0,0,0,6,48627.0,708.0,0.318,1,1.0,1.0,0.882,0.96,9.76,5984.0,0.878,57.0,0.186,1,0.1696,0
C014739,75,Male,Single,Bachelor,Salaried,South,4.9,150000.0,4.9,16106.0,7985.0,5,1,1,5804.0,733.0,0.041,1,0.988,0.85,0.789,0.699,7.6,6702.0,0.456,6.0,0.144,1,0.0754,0
C014740,48,Female,Married,Bachelor,Contract,East,6.7,150000.0,1.0,33843.0,6736.0,0,0,0,22231.0,773.0,0.162,1,0.906,0.822,0.987,0.756,14.43,1320.0,0.175,127.0,0.0,0,0.0181,0
C014741,36,Female,Married,Bachelor,Contract,Central,9.1,150000.0,2.0,55254.0,5000.0,5,0,2,49080.0,763.0,0.299,1,0.742,0.95,0.923,0.765,3.43,1488.0,0.153,24.0,0.369,0,0.1279,0
C014742,20,Female,Single,High School,Contract,Central,6.7,150000.0,5.0,18720.0,10630.0,5,0,0,37334.0,785.0,0.214,0,0.731,0.614,0.614,0.716,6.69,3520.0,0.321,39.0,0.118,0,0.1925,0
C014743,70,Female,Single,PhD,Salaried,North,3.3,150000.0,3.3,14392.0,5446.0,3,0,3,46014.0,733.0,0.249,1,1.0,0.923,0.955,1.0,4.25,2115.0,0.786,35.0,0.206,0,0.0943,0
C014744,72,Male,Married,Bachelor,Salaried,North,4.9,150000.0,4.0,9265.0,8556.0,2,0,1,31523.0,743.0,0.19,1,0.826,0.995,0.926,1.0,3.08,3167.0,0.692,68.0,0.161,0,0.0335,0
C014745,51,Male,Single,Bachelor,Contract,East,5.5,150000.0,5.5,28123.0,5443.0,1,0,3,13825.0,731.0,0.047,1,0.901,0.872,0.849,0.947,3.58,1071.0,0.305,20.0,0.309,0,0.0292,0
C014746,22,Female,Married,Master,Salaried,South,3.9,150000.0,3.9,7211.0,6273.0,2,1,2,9571.0,758.0,0.038,1,0.933,0.96,0.884,0.844,11.9,2132.0,0.647,53.0,0.0,1,0.126,0
C014747,69,Male,Married,Associate,Contract,South,3.7,150000.0,3.7,459576.0,5000.0,0,0,2,11223.0,688.0,0.072,1,0.874,0.9,1.0,0.769,6.13,4507.0,0.603,17.0,0.064,0,0.039,0
C014748,36,Female,Single,Bachelor,Salaried,South,5.6,150000.0,2.0,17372.0,5000.0,5,0,0,25733.0,774.0,0.145,1,0.985,1.0,0.981,0.689,3.82,673.0,0.769,48.0,0.192,0,0.012,0
C014749,51,Female,Divorced,Bachelor,Salaried,South,7.2,150000.0,1.0,17990.0,6113.0,4,0,6,14267.0,738.0,0.101,1,0.735,0.837,0.944,0.87,12.05,5276.0,0.077,27.0,0.11,1,0.3423,0
C014750,58,Female,Married,Bachelor,Self-employed,West,11.9,150000.0,2.0,14998.0,6731.0,4,0,1,32079.0,759.0,0.196,1,0.909,0.807,0.94,0.762,11.34,3185.0,0.557,12.0,0.276,0,0.0259,0
C014751,27,Male,Married,Master,Salaried,East,5.6,150000.0,5.0,54059.0,11854.0,3,0,1,20923.0,751.0,0.164,1,1.0,0.918,0.808,0.636,1.48,2935.0,0.827,39.0,0.0,0,0.0591,0
C014752,21,Female,Married,Associate,Self-employed,South,1.7,150000.0,1.7,34357.0,8002.0,4,0,1,19443.0,737.0,0.079,1,0.779,0.936,0.723,0.659,1.09,500.0,0.763,36.0,0.577,0,0.0497,0
C014753,22,Female,Married,Master,Self-employed,Central,10.2,150000.0,7.0,26690.0,11522.0,5,0,3,36711.0,746.0,0.224,1,0.854,0.913,0.916,0.941,11.17,2289.0,0.661,66.0,0.715,0,0.0814,0
C014754,77,Male,Single,Bachelor,Salaried,South,12.1,150000.0,5.0,72498.0,10720.0,4,0,3,24039.0,742.0,0.141,1,0.85,0.959,0.802,0.779,4.31,3095.0,0.711,63.0,0.443,0,0.0698,0
C014755,77,Female,Married,Bachelor,Unemployed,North,4.9,150000.0,4.9,37637.0,8574.0,4,0,0,9235.0,774.0,0.13,1,0.89,0.849,0.848,0.638,4.41,500.0,0.078,48.0,0.697,0,0.0675,0
C014756,44,Male,Single,Bachelor,Self-employed,North,1.8,150000.0,1.8,5816.0,8889.0,3,0,0,5000.0,742.0,0.042,1,0.94,1.0,1.0,0.665,5.61,1811.0,0.737,33.0,0.096,0,0.0092,0
C014757,44,Male,Divorced,High School,Salaried,North,5.4,150000.0,1.0,20983.0,5000.0,2,0,0,26966.0,742.0,0.177,1,0.952,0.872,0.898,0.742,7.86,2108.0,0.4,102.0,0.478,0,0.0189,0
C014758,43,Female,Married,Bachelor,Unemployed,East,5.0,150000.0,5.0,74470.0,5000.0,0,0,1,26024.0,735.0,0.149,1,1.0,0.962,0.963,0.898,4.18,1835.0,0.908,55.0,0.326,0,0.0312,0
C014759,39,Other,Married,Bachelor,Salaried,South,3.7,150000.0,3.7,14213.0,6122.0,2,0,2,43078.0,739.0,0.254,1,0.991,1.0,0.84,0.593,11.04,1392.0,0.612,37.0,0.323,0,0.059,0
C014760,51,Male,Single,High School,Unemployed,North,3.8,150000.0,3.8,22158.0,5241.0,4,1,0,71827.0,698.0,0.45,1,0.845,0.943,1.0,0.823,9.36,2885.0,0.107,5.0,0.01,2,0.1216,0
C014761,40,Male,Married,Associate,Salaried,East,6.1,150000.0,2.0,39119.0,9266.0,2,1,4,42619.0,675.0,0.24,1,0.804,0.843,0.927,0.757,4.07,969.0,0.248,39.0,0.286,2,0.6648,1
C014762,56,Female,Single,Master,Salaried,South,14.4,150000.0,3.0,9182.0,11445.0,1,0,0,10260.0,805.0,0.088,1,0.896,0.877,0.991,0.919,18.23,3142.0,0.344,116.0,0.224,0,0.0093,0
C014763,41,Male,Married,Bachelor,Salaried,East,11.2,150000.0,11.2,32797.0,11732.0,1,0,6,22981.0,711.0,0.211,1,0.889,0.94,0.83,0.768,6.43,1184.0,0.866,35.0,0.306,1,0.2917,0
C014764,57,Female,Married,Bachelor,Salaried,North,3.4,150000.0,3.4,30971.0,10407.0,1,1,4,28716.0,682.0,0.175,1,0.984,1.0,0.711,0.877,6.69,4120.0,0.194,68.0,0.596,2,0.3065,0
C014765,76,Female,Married,Associate,Salaried,North,2.0,382323.0,2.0,44110.0,14356.0,2,2,0,15067.0,670.0,0.075,1,0.987,0.955,1.0,0.854,0.86,852.0,0.454,63.0,0.196,1,0.1798,0
C014766,30,Male,Married,High School,Salaried,West,11.6,189017.0,8.0,16011.0,14878.0,3,0,5,34183.0,736.0,0.145,1,0.923,0.875,0.927,0.792,0.46,837.0,0.11,21.0,0.092,1,0.1352,0
C014767,21,Female,Single,Bachelor,Salaried,Central,2.2,150000.0,2.2,76065.0,8098.0,5,3,3,37118.0,612.0,0.25,0,0.518,0.566,0.517,0.589,2.48,1304.0,0.257,27.0,0.0,1,0.985,1
C014768,50,Male,Married,Associate,Salaried,East,3.6,150000.0,2.0,11172.0,6002.0,2,0,2,50392.0,739.0,0.309,1,0.799,0.936,0.931,0.882,6.84,758.0,0.677,91.0,0.194,0,0.0433,0
C014769,25,Male,Single,Bachelor,Salaried,South,0.4,150000.0,0.4,9734.0,11855.0,5,0,5,15540.0,746.0,0.099,1,0.922,0.907,0.918,0.893,7.64,821.0,0.476,19.0,0.034,1,0.0832,0
C014770,32,Female,Married,Bachelor,Self-employed,South,7.4,150000.0,5.0,24221.0,7768.0,1,0,3,7930.0,777.0,0.068,1,0.842,0.825,0.961,0.834,2.11,2218.0,0.407,30.0,0.179,0,0.0429,0
C014771,66,Male,Married,Bachelor,Salaried,North,1.9,150000.0,1.9,14244.0,11618.0,2,0,2,13736.0,779.0,0.102,1,1.0,0.937,0.953,0.777,2.65,4875.0,0.125,85.0,0.358,0,0.026,0
C014772,43,Male,Married,Bachelor,Contract,Central,2.0,150000.0,2.0,140742.0,9241.0,3,2,3,39167.0,699.0,0.224,1,0.895,1.0,0.965,0.872,6.69,1044.0,0.213,68.0,0.605,1,0.3841,0
C014773,52,Female,Divorced,Bachelor,Contract,Central,5.9,150000.0,5.9,16445.0,6533.0,5,1,2,66446.0,613.0,0.418,1,0.838,0.931,1.0,0.802,5.76,1821.0,0.833,86.0,0.305,1,0.5648,1
C014774,66,Male,Single,Master,Unemployed,East,7.0,150000.0,4.0,81769.0,6610.0,4,1,1,37873.0,677.0,0.211,1,0.901,1.0,0.95,0.821,4.86,2914.0,0.893,16.0,0.328,1,0.1057,0
C014775,25,Male,Married,High School,Salaried,North,28.7,150000.0,9.0,25440.0,7325.0,4,0,6,15544.0,816.0,0.077,1,0.969,0.901,0.868,0.689,8.03,500.0,0.075,115.0,0.354,1,0.0348,0
C014776,47,Female,Married,High School,Contract,North,8.9,150000.0,8.9,6988.0,9421.0,0,1,6,59726.0,661.0,0.35,1,0.875,0.94,0.904,1.0,5.47,999.0,0.865,81.0,0.139,2,0.7426,1
C014777,20,Male,Married,High School,Salaried,North,7.5,150000.0,7.5,13276.0,5966.0,4,3,4,44007.0,608.0,0.276,1,0.898,0.895,0.856,0.827,3.14,3712.0,0.018,7.0,0.272,2,0.9468,1
C014778,48,Male,Married,Bachelor,Salaried,West,6.0,150000.0,6.0,20534.0,11391.0,3,0,1,19357.0,767.0,0.133,1,0.879,1.0,1.0,0.841,8.54,778.0,0.844,57.0,0.0,0,0.0345,0
C014779,31,Male,Divorced,Associate,Salaried,Central,0.1,150000.0,0.1,71106.0,5000.0,1,0,0,69523.0,781.0,0.426,1,1.0,0.819,0.927,0.861,4.58,6088.0,0.481,53.0,0.738,1,0.0197,0
C014780,74,Female,Married,Master,Self-employed,East,4.7,150000.0,4.7,21536.0,6789.0,0,0,5,145221.0,641.0,0.825,1,0.809,0.854,0.859,0.623,7.52,628.0,0.931,11.0,0.356,2,0.7666,1
C014781,34,Male,Married,Bachelor,Salaried,West,3.8,150000.0,2.0,18946.0,5000.0,4,0,1,95353.0,687.0,0.572,1,0.986,0.943,0.873,0.881,14.96,1487.0,0.868,20.0,0.221,1,0.175,0
C014782,30,Female,Married,Bachelor,Unemployed,West,0.7,150000.0,0.7,12767.0,6190.0,1,0,6,29966.0,747.0,0.125,1,0.92,0.936,0.862,0.538,9.36,3635.0,0.805,28.0,0.0,1,0.2798,0
C014783,18,Male,Married,Bachelor,Salaried,South,6.0,150000.0,6.0,15423.0,5837.0,5,0,4,21087.0,742.0,0.113,0,0.681,0.609,0.513,0.659,9.16,1911.0,0.735,22.0,0.0,1,0.2389,0
C014784,26,Female,Single,Bachelor,Salaried,Central,4.3,157098.0,4.0,40533.0,9815.0,1,0,4,23196.0,757.0,0.148,1,1.0,0.821,0.915,0.94,9.59,3286.0,0.472,42.0,0.092,1,0.0556,0
C014785,31,Female,Single,High School,Self-employed,East,0.3,150000.0,0.3,66488.0,8421.0,4,0,1,11441.0,731.0,0.093,1,1.0,0.944,0.874,0.829,6.9,7790.0,0.808,38.0,0.0,0,0.0322,0
C014786,32,Female,Divorced,Bachelor,Salaried,West,6.6,150000.0,6.6,49213.0,6404.0,1,2,4,97083.0,607.0,0.528,1,0.77,0.907,0.893,0.887,1.09,765.0,0.394,15.0,0.45,3,0.96,1
C014787,63,Female,Married,Master,Salaried,North,3.4,150000.0,1.0,65596.0,5000.0,0,1,3,21203.0,710.0,0.156,1,0.86,0.968,0.936,0.97,8.23,1078.0,0.453,30.0,0.094,1,0.203,0
C014788,73,Male,Married,Bachelor,Salaried,North,6.9,150000.0,6.9,6841.0,9346.0,1,0,2,11293.0,686.0,0.028,1,0.85,1.0,0.926,1.0,2.88,4149.0,0.605,50.0,0.063,0,0.0383,0
C014789,71,Male,Married,Associate,Salaried,North,1.4,150000.0,1.4,20152.0,5000.0,1,1,5,15547.0,676.0,0.122,1,0.935,0.98,0.88,0.802,2.44,1058.0,0.157,64.0,0.342,2,0.4584,1
C014790,77,Male,Single,Master,Salaried,North,4.2,150000.0,4.0,73643.0,7100.0,0,0,1,18511.0,798.0,0.094,1,0.905,0.821,0.925,0.663,5.04,2859.0,0.029,50.0,0.111,0,0.0167,0
C014791,73,Male,Single,PhD,Salaried,Central,18.7,150000.0,7.0,149800.0,6573.0,3,0,1,13405.0,740.0,0.056,1,0.805,0.856,1.0,1.0,4.02,5465.0,0.84,70.0,0.238,0,0.009,0
C014792,46,Female,Single,Bachelor,Salaried,West,8.4,150000.0,8.4,13227.0,10071.0,3,0,1,17318.0,752.0,0.099,1,0.983,0.99,0.883,0.726,10.96,2347.0,0.124,71.0,0.288,0,0.0249,0
C014793,42,Female,Divorced,Associate,Self-employed,West,0.9,150000.0,0.9,38086.0,5000.0,2,0,3,25874.0,757.0,0.18,1,0.778,0.98,0.886,0.652,1.3,2935.0,0.534,20.0,0.332,0,0.1007,0
C014794,58,Male,Single,Master,Self-employed,East,6.5,150000.0,6.5,18790.0,8162.0,0,1,1,43065.0,638.0,0.232,1,0.944,0.98,0.835,0.65,4.16,1853.0,0.687,52.0,0.268,1,0.1715,0
C014795,37,Female,Married,Associate,Salaried,Central,4.4,150000.0,4.4,55515.0,7392.0,4,0,2,22001.0,739.0,0.084,1,0.972,0.863,0.838,1.0,1.59,4422.0,0.81,30.0,0.578,0,0.0323,0
C014796,55,Female,Married,Bachelor,Salaried,East,0.6,150000.0,0.6,81082.0,11286.0,5,0,0,19994.0,762.0,0.129,1,0.907,0.942,0.911,0.972,6.64,1451.0,0.142,52.0,0.192,0,0.0095,0
C014797,79,Male,Married,Bachelor,Salaried,East,4.4,150000.0,4.4,8396.0,11494.0,3,0,0,28686.0,726.0,0.142,1,0.903,0.876,0.922,0.624,1.55,2080.0,0.168,137.0,0.066,0,0.0138,0
C014798,30,Male,Married,Bachelor,Unemployed,North,2.8,205447.0,2.8,52777.0,8120.0,0,3,1,10587.0,656.0,0.055,1,0.765,0.903,0.981,0.89,1.27,1507.0,0.204,9.0,0.316,1,0.5494,1
