age,annual_income,loan_amount,credit_score,credit_history_years,debt_to_income_ratio,num_delinquencies,num_open_accounts,recent_credit_inquiries,savings_balance,employment_years,interest_rate,loan_tenure_months,employment_status,rent_or_own,loan_purpose,region,default
64,237797.0,27397.0,652.0,6.0,0.512,0,7,5,11319.0,3.0,16.33,5.0,Salaried,Rent,Debt consolidation,Central,0
34,62328.0,38586.0,706.0,9.0,0.635,0,1,1,74207.0,10.0,8.26,12.0,Salaried,Rent,Home improvement,West,0
23,11862.0,25588.0,711.0,2.0,0.112,1,8,0,16834.0,8.0,13.59,13.0,Salaried,Rent,Debt consolidation,Central,0
36,70717.0,11336.0,712.0,5.0,0.318,0,4,2,27419.0,7.0,16.89,37.0,Contract,Mortgage,Medical,South,0
68,87489.0,23788.0,724.0,9.0,0.127,0,4,2,30144.0,5.0,11.96,18.0,Contract,Own,Home improvement,West,0
36,40405.0,10000.0,715.0,9.0,0.445,0,5,4,82896.0,5.0,11.74,44.0,Self-employed,Rent,Business,North,0
55,40555.0,53987.0,691.0,1.0,0.135,3,6,1,13847.0,2.0,10.0,23.0,Self-employed,Rent,Debt consolidation,West,1
62,59224.0,12563.0,583.0,11.0,0.196,0,1,1,29466.0,10.0,14.16,17.0,Salaried,Rent,Medical,South,0
34,116009.0,14344.0,738.0,3.0,0.372,1,7,1,3299.0,2.0,10.67,7.0,Salaried,Mortgage,Debt consolidation,West,0
52,63258.0,40533.0,559.0,1.0,0.257,0,1,1,7434.0,4.0,10.59,8.0,Salaried,Rent,Education,East,0
31,133890.0,13046.0,622.0,3.0,0.294,0,13,0,75255.0,4.0,11.56,11.0,Contract,Own,Medical,East,0
38,111544.0,18689.0,651.0,7.0,0.441,0,13,1,144254.0,9.0,11.62,26.0,Contract,Rent,Education,West,0
35,52795.0,10000.0,740.0,6.0,0.223,0,10,2,89939.0,13.0,12.68,23.0,Contract,Own,Medical,Central,0
53,25241.0,17293.0,678.0,5.0,0.135,0,5,3,16469.0,9.0,11.4,26.0,Contract,Rent,Debt consolidation,South,0
63,52856.0,34397.0,793.0,4.0,0.403,1,6,0,21523.0,3.0,10.06,20.0,Self-employed,Own,Home improvement,Central,0
33,79983.0,13769.0,614.0,25.0,0.767,0,11,2,21250.0,2.0,7.02,59.0,Contract,Rent,Other,West,1
35,61879.0,33505.0,630.0,19.0,0.41,0,4,4,15611.0,4.0,10.56,19.0,Salaried,Mortgage,Medical,Central,1
61,84875.0,21761.0,566.0,12.0,0.366,0,2,1,34821.0,4.0,5.0,10.0,Salaried,Rent,Debt consolidation,Central,0
43,96267.0,49805.0,627.0,3.0,0.226,0,1,6,49022.0,4.0,5.67,37.0,Contract,Rent,Medical,East,1
46,80175.0,12692.0,655.0,17.0,0.224,0,5,0,33930.0,9.0,8.92,28.0,Salaried,Rent,Home improvement,Central,0
55,51460.0,18377.0,771.0,6.0,0.174,0,9,3,11640.0,13.0,11.21,18.0,Unemployed,Rent,Debt consolidation,East,0
27,79693.0,10000.0,748.0,4.0,0.337,0,13,2,58427.0,15.0,11.31,17.0,Unemployed,Own,Home improvement,Central,0
63,204744.0,20557.0,703.0,2.0,0.454,3,10,3,6911.0,10.0,5.0,7.0,Contract,Rent,Other,West,1
38,26385.0,16056.0,673.0,9.0,0.223,0,4,3,41147.0,8.0,7.82,16.0,Salaried,Rent,Medical,East,0
53,78277.0,45256.0,732.0,8.0,0.377,0,4,4,21187.0,9.0,17.13,16.0,Unemployed,Mortgage,Business,West,0
42,163997.0,13787.0,760.0,5.0,0.364,3,9,1,18133.0,8.0,9.66,21.0,Salaried,Own,Business,North,0
57,31382.0,16030.0,654.0,20.0,0.397,0,11,1,140268.0,15.0,13.9,31.0,Unemployed,Mortgage,Business,Central,0
50,103840.0,13275.0,660.0,6.0,0.101,0,13,6,43982.0,5.0,12.46,17.0,Self-employed,Own,Business,West,0
29,111758.0,22480.0,666.0,4.0,0.113,5,10,2,170613.0,15.0,8.73,25.0,Salaried,Rent,Other,Central,1
30,26575.0,97869.0,595.0,10.0,0.134,0,7,2,131630.0,8.0,8.65,26.0,Salaried,Rent,Debt consolidation,Central,1
63,88592.0,10000.0,757.0,4.0,0.143,0,5,0,22028.0,4.0,14.71,8.0,Contract,Rent,Home improvement,East,0
46,51574.0,21250.0,658.0,7.0,0.29,0,11,0,49630.0,13.0,19.28,18.0,Unemployed,Rent,Medical,North,0
34,57916.0,53146.0,674.0,19.0,0.569,0,9,0,8410.0,18.0,14.19,38.0,Salaried,Mortgage,Home improvement,West,0
28,50075.0,14974.0,770.0,7.0,0.175,0,2,2,43605.0,4.0,11.99,30.0,Salaried,Mortgage,Education,West,0
27,123251.0,32704.0,660.0,7.0,0.294,0,9,3,61034.0,4.0,12.8,14.0,Salaried,Rent,Business,West,0
66,56293.0,53265.0,760.0,3.0,0.403,0,4,2,48880.0,8.0,9.36,14.0,Salaried,Rent,Business,East,0
68,46406.0,17906.0,594.0,4.0,0.259,1,12,2,54118.0,14.0,8.71,7.0,Salaried,Mortgage,Business,West,1
40,46840.0,13502.0,721.0,6.0,0.138,0,7,5,17141.0,4.0,7.3,17.0,Self-employed,Mortgage,Other,North,0
30,49635.0,44425.0,665.0,22.0,0.395,1,9,0,30135.0,7.0,13.66,33.0,Salaried,Rent,Business,Central,0
41,33066.0,31937.0,603.0,34.0,0.191,0,4,1,297379.0,4.0,13.51,16.0,Salaried,Rent,Business,South,0
27,46181.0,21020.0,628.0,15.0,0.072,0,11,3,155462.0,18.0,11.59,24.0,Self-employed,Rent,Debt consolidation,East,0
47,63877.0,34837.0,698.0,18.0,0.477,0,3,3,74507.0,1.0,15.35,12.0,Salaried,Mortgage,Business,North,0
51,74788.0,45263.0,637.0,11.0,0.252,0,13,0,52652.0,4.0,15.81,59.0,Salaried,Rent,Other,South,0
69,116102.0,21168.0,711.0,6.0,0.331,0,4,5,81021.0,5.0,13.68,17.0,Salaried,Mortgage,Medical,Central,0
36,68360.0,27697.0,649.0,4.0,0.418,3,11,0,14030.0,13.0,8.27,13.0,Salaried,Own,Medical,South,1
30,46122.0,32593.0,601.0,3.0,0.444,0,5,1,40659.0,2.0,9.53,33.0,Salaried,Rent,Other,North,0
27,34335.0,15578.0,743.0,8.0,0.488,0,8,4,17805.0,12.0,12.93,23.0,Unemployed,Mortgage,Other,East,0
39,70401.0,53690.0,706.0,3.0,0.507,0,7,1,15426.0,5.0,14.51,30.0,Salaried,Own,Debt consolidation,East,0
50,56131.0,10166.0,591.0,13.0,0.497,1,4,0,34921.0,10.0,12.58,17.0,Contract,Rent,Other,Central,0
24,57161.0,19962.0,726.0,4.0,0.205,0,13,1,59838.0,6.0,12.34,18.0,Salaried,Rent,Other,North,0
58,69175.0,39169.0,697.0,14.0,0.654,0,13,2,51290.0,4.0,12.69,4.0,Self-employed,Rent,Education,West,0
43,79671.0,10000.0,666.0,5.0,0.126,0,1,6,8142.0,9.0,11.33,11.0,Salaried,Rent,Debt consolidation,East,1
59,69449.0,42340.0,668.0,2.0,0.261,0,3,4,6546.0,5.0,10.73,24.0,Salaried,Mortgage,Business,Central,0
43,54514.0,25405.0,764.0,16.0,0.448,3,1,5,23156.0,8.0,9.2,13.0,Salaried,Rent,Medical,West,1
28,38532.0,59509.0,708.0,17.0,0.057,0,9,4,12358.0,2.0,19.92,26.0,Self-employed,Mortgage,Other,South,0
22,42743.0,34877.0,766.0,1.0,0.502,0,9,0,72795.0,5.0,15.26,15.0,Salaried,Own,Debt consolidation,Central,0
48,95468.0,19495.0,716.0,16.0,0.25,0,10,1,21723.0,5.0,10.25,2.0,Self-employed,Rent,Debt consolidation,Central,0
47,47431.0,26205.0,703.0,3.0,0.131,0,12,4,9114.0,5.0,12.04,31.0,Salaried,Mortgage,Other,South,0
60,28558.0,26920.0,648.0,4.0,0.036,1,8,1,13919.0,10.0,10.66,19.0,Self-employed,Rent,Debt consolidation,South,0
63,113297.0,100454.0,699.0,12.0,0.466,1,2,0,29529.0,4.0,8.82,2.0,Salaried,Rent,Debt consolidation,North,0
28,35657.0,23471.0,746.0,9.0,0.144,0,10,4,29824.0,7.0,6.65,22.0,Salaried,Own,Debt consolidation,West,0
36,61046.0,19861.0,694.0,4.0,0.37,1,13,5,44152.0,2.0,9.08,20.0,Contract,Rent,Debt consolidation,North,0
31,78444.0,19023.0,797.0,10.0,0.221,0,4,6,59394.0,2.0,12.76,3.0,Contract,Mortgage,Debt consolidation,North,0
26,59980.0,25378.0,746.0,11.0,0.238,4,2,4,65927.0,11.0,15.88,9.0,Self-employed,Rent,Other,North,1
21,15322.0,10000.0,624.0,9.0,0.085,0,10,1,66869.0,7.0,11.15,1.0,Salaried,Mortgage,Business,South,0
25,74218.0,16530.0,663.0,4.0,0.302,5,6,2,8115.0,3.0,7.69,18.0,Salaried,Own,Education,West,1
46,124188.0,10310.0,727.0,6.0,0.319,0,11,3,84165.0,4.0,5.0,4.0,Salaried,Mortgage,Business,East,0
28,92281.0,11372.0,606.0,1.0,0.151,0,1,3,38198.0,6.0,9.25,4.0,Salaried,Own,Debt consolidation,West,0
30,18616.0,40258.0,684.0,14.0,0.215,0,10,4,101785.0,11.0,8.97,20.0,Salaried,Rent,Other,East,0
26,192911.0,22465.0,639.0,1.0,0.227,0,2,1,48766.0,9.0,9.65,47.0,Salaried,Mortgage,Other,Central,0
56,28876.0,12627.0,692.0,11.0,0.212,0,7,3,19211.0,10.0,14.9,15.0,Contract,Rent,Debt consolidation,Central,0
52,33086.0,19679.0,639.0,2.0,0.292,0,7,5,41565.0,3.0,14.36,6.0,Salaried,Rent,Debt consolidation,Central,0
68,92045.0,18315.0,748.0,3.0,0.309,0,10,0,3850.0,1.0,12.29,6.0,Contract,Own,Debt consolidation,East,0
26,76808.0,22914.0,662.0,14.0,0.199,0,3,2,17007.0,1.0,14.89,20.0,Salaried,Mortgage,Debt consolidation,East,0
31,62579.0,10000.0,727.0,4.0,0.25,0,6,0,26013.0,5.0,12.45,21.0,Contract,Rent,Other,Central,0
43,43775.0,10000.0,608.0,4.0,0.056,2,4,0,17955.0,14.0,11.6,5.0,Contract,Own,Education,Central,0
52,124489.0,10000.0,673.0,5.0,0.292,2,2,2,20989.0,8.0,10.6,43.0,Salaried,Own,Home improvement,North,1
27,58593.0,11218.0,620.0,11.0,0.34,0,5,0,29340.0,5.0,14.54,8.0,Salaried,Own,Home improvement,South,0
31,25306.0,12810.0,756.0,5.0,0.228,0,4,4,17169.0,7.0,8.78,18.0,Self-employed,Rent,Debt consolidation,East,0
41,117920.0,10138.0,647.0,10.0,0.444,0,6,2,3995.0,4.0,11.42,20.0,Salaried,Rent,Other,South,0
21,67549.0,39078.0,685.0,20.0,0.129,2,1,4,28411.0,6.0,7.03,27.0,Salaried,Mortgage,Other,Central,1
40,110553.0,87550.0,709.0,5.0,0.156,0,1,2,36748.0,17.0,10.54,17.0,Contract,Rent,Medical,North,0
58,82035.0,40912.0,649.0,12.0,0.499,0,1,0,7831.0,6.0,13.8,45.0,Salaried,Rent,Business,West,0
46,223104.0,14414.0,624.0,15.0,0.36,0,13,2,8889.0,2.0,13.32,13.0,Salaried,Rent,Other,East,0
42,50489.0,25787.0,700.0,6.0,0.254,0,2,3,3036.0,4.0,12.94,19.0,Contract,Rent,Debt consolidation,South,0
44,60406.0,20956.0,584.0,7.0,0.153,0,3,4,6447.0,5.0,10.16,27.0,Salaried,Own,Business,South,0
67,88957.0,13952.0,764.0,31.0,0.223,0,5,3,8734.0,4.0,9.25,8.0,Salaried,Rent,Other,East,0
46,50661.0,59488.0,682.0,4.0,0.253,0,6,0,31490.0,8.0,11.14,9.0,Salaried,Rent,Medical,North,0
47,93102.0,99251.0,609.0,14.0,0.135,1,13,2,17267.0,5.0,8.59,27.0,Salaried,Rent,Home improvement,South,1
66,11836.0,10000.0,675.0,4.0,0.268,0,6,6,42932.0,11.0,5.71,23.0,Salaried,Own,Other,South,1
28,57525.0,64874.0,722.0,7.0,0.361,0,13,1,151827.0,12.0,10.84,31.0,Contract,Rent,Business,East,0
25,56577.0,14140.0,645.0,9.0,0.346,2,8,4,12027.0,2.0,8.03,80.0,Salaried,Own,Home improvement,West,1
43,55461.0,18093.0,583.0,9.0,0.36,3,4,2,44093.0,2.0,16.02,126.0,Salaried,Rent,Other,North,1
36,36964.0,27228.0,683.0,23.0,0.185,1,1,0,40872.0,6.0,14.84,10.0,Salaried,Mortgage,Other,North,0
30,98555.0,70315.0,732.0,11.0,0.51,0,12,2,18228.0,4.0,12.11,24.0,Unemployed,Rent,Home improvement,East,0
26,45368.0,27199.0,703.0,3.0,0.203,0,6,5,73578.0,6.0,9.47,6.0,Salaried,Rent,Home improvement,North,0
64,66846.0,30012.0,712.0,6.0,0.194,3,3,2,121875.0,7.0,8.59,44.0,Contract,Mortgage,Debt consolidation,West,0
51,58663.0,41774.0,743.0,9.0,0.157,0,5,1,68309.0,17.0,9.81,19.0,Self-employed,Rent,Business,Central,0
54,78842.0,47021.0,777.0,4.0,0.051,1,10,1,2103.0,8.0,13.77,27.0,Salaried,Own,Medical,Central,0
26,131535.0,32317.0,542.0,2.0,0.396,1,4,2,15973.0,9.0,13.59,14.0,Salaried,Rent,Debt consolidation,East,1
37,66656.0,47240.0,617.0,22.0,0.094,3,11,2,37564.0,6.0,13.08,21.0,Salaried,Rent,Debt consolidation,West,0
51,95108.0,14067.0,699.0,17.0,0.18,5,4,1,27988.0,8.0,14.02,10.0,Unemployed,Mortgage,Debt consolidation,South,1
46,64840.0,10000.0,705.0,21.0,0.356,0,7,3,11846.0,12.0,14.9,25.0,Contract,Mortgage,Home improvement,Central,0
55,45329.0,86573.0,605.0,9.0,0.158,2,6,3,16167.0,7.0,9.87,17.0,Salaried,Mortgage,Debt consolidation,Central,1
53,55389.0,10115.0,647.0,16.0,0.054,0,10,5,94473.0,8.0,7.4,3.0,Salaried,Mortgage,Debt consolidation,North,0
41,51229.0,14759.0,785.0,20.0,0.066,1,4,3,48526.0,2.0,8.31,42.0,Contract,Mortgage,Other,East,0
59,81837.0,17177.0,671.0,17.0,0.202,0,11,1,33086.0,3.0,17.16,6.0,Self-employed,Mortgage,Home improvement,North,0
33,63491.0,15094.0,702.0,6.0,0.175,0,13,3,22132.0,1.0,17.65,15.0,Salaried,Rent,Debt consolidation,East,0
24,38683.0,12777.0,788.0,4.0,0.452,0,4,0,6553.0,11.0,12.2,20.0,Salaried,Rent,Debt consolidation,North,0
65,52993.0,31185.0,695.0,12.0,0.484,0,3,5,19939.0,19.0,14.34,5.0,Contract,Own,Other,East,0
22,25868.0,31435.0,733.0,13.0,0.378,0,8,3,48738.0,2.0,12.92,37.0,Contract,Mortgage,Home improvement,North,0
34,54093.0,35065.0,721.0,5.0,0.569,0,11,3,99422.0,7.0,7.14,11.0,Salaried,Mortgage,Business,South,0
26,59917.0,33453.0,672.0,4.0,0.143,1,10,2,24270.0,1.0,8.05,17.0,Contract,Rent,Education,West,0
32,161886.0,16115.0,668.0,7.0,0.233,0,1,2,400295.0,25.0,9.62,3.0,Salaried,Rent,Debt consolidation,North,0
40,125699.0,16095.0,755.0,13.0,0.219,0,7,1,28484.0,17.0,11.06,21.0,Contract,Own,Home improvement,North,0
27,33903.0,50991.0,690.0,18.0,0.246,2,2,0,10396.0,2.0,7.51,18.0,Salaried,Own,Other,North,0
43,66901.0,14898.0,635.0,6.0,0.219,1,2,1,232692.0,3.0,12.24,35.0,Salaried,Rent,Home improvement,Central,0
66,67550.0,14677.0,750.0,12.0,0.073,0,13,4,42998.0,5.0,11.68,27.0,Contract,Mortgage,Medical,East,0
27,52747.0,44228.0,533.0,40.0,0.277,1,9,0,29134.0,7.0,9.43,9.0,Salaried,Own,Home improvement,North,1
66,54629.0,21722.0,777.0,5.0,0.612,0,3,3,36841.0,7.0,11.57,16.0,Salaried,Rent,Other,North,0
41,49283.0,15081.0,680.0,20.0,0.418,0,2,1,53483.0,6.0,13.01,24.0,Contract,Own,Education,South,0
50,167710.0,15188.0,690.0,8.0,0.073,0,1,0,10078.0,8.0,13.59,20.0,Unemployed,Own,Medical,South,0
42,47624.0,51171.0,695.0,1.0,0.157,1,11,2,7904.0,6.0,11.42,5.0,Salaried,Own,Business,North,0
36,72223.0,34184.0,763.0,3.0,0.379,0,2,1,117342.0,3.0,10.11,18.0,Salaried,Rent,Home improvement,West,0
26,14899.0,26302.0,700.0,5.0,0.279,3,10,2,28852.0,2.0,12.25,7.0,Salaried,Own,Other,South,1
50,94180.0,10000.0,689.0,16.0,0.221,0,6,2,33458.0,3.0,7.0,17.0,Contract,Mortgage,Debt consolidation,Central,0
65,114845.0,26386.0,638.0,3.0,0.136,0,11,3,89989.0,2.0,10.33,1.0,Salaried,Own,Education,North,0
46,33570.0,18777.0,651.0,3.0,0.504,3,9,0,55396.0,6.0,6.67,51.0,Contract,Mortgage,Other,West,1
50,45182.0,11111.0,725.0,5.0,0.269,1,1,4,13674.0,19.0,11.31,9.0,Unemployed,Rent,Other,North,0
52,76751.0,14028.0,702.0,4.0,0.338,2,2,0,44766.0,2.0,10.13,30.0,Salaried,Rent,Medical,West,0
40,60518.0,37128.0,783.0,14.0,0.416,0,2,2,13952.0,4.0,12.37,13.0,Salaried,Rent,Medical,South,0
26,77382.0,55928.0,645.0,10.0,0.293,0,7,4,13671.0,8.0,9.52,21.0,Self-employed,Rent,Home improvement,East,0
45,51124.0,10000.0,627.0,9.0,0.409,2,4,0,17251.0,5.0,13.68,24.0,Contract,Rent,Debt consolidation,East,1
63,166841.0,10955.0,706.0,13.0,0.664,0,6,6,25524.0,8.0,10.58,7.0,Self-employed,Rent,Debt consolidation,North,0
36,41425.0,37071.0,685.0,5.0,0.316,5,13,1,15961.0,3.0,14.46,10.0,Unemployed,Rent,Debt consolidation,East,1
63,263120.0,16205.0,624.0,13.0,0.173,2,10,6,53001.0,12.0,13.48,53.0,Unemployed,Rent,Medical,West,1
62,118546.0,33342.0,661.0,5.0,0.161,5,8,1,8671.0,9.0,10.92,3.0,Contract,Rent,Medical,East,1
32,94624.0,16043.0,729.0,8.0,0.542,1,8,3,32359.0,5.0,7.28,27.0,Contract,Rent,Other,Central,0
49,33784.0,33953.0,617.0,7.0,0.353,0,1,3,53298.0,21.0,12.67,20.0,Contract,Rent,Debt consolidation,North,0
57,98748.0,10000.0,627.0,16.0,0.07,0,4,3,75062.0,22.0,13.1,12.0,Self-employed,Rent,Debt consolidation,North,0
45,83464.0,33256.0,650.0,11.0,0.259,0,5,0,4930.0,16.0,5.2,27.0,Salaried,Rent,Education,West,0
55,18661.0,10000.0,651.0,1.0,0.486,0,2,0,46404.0,7.0,5.9,45.0,Salaried,Own,Education,North,0
65,27652.0,44090.0,734.0,2.0,0.196,0,3,4,67162.0,10.0,9.94,60.0,Contract,Rent,Other,South,0
51,72889.0,21472.0,659.0,4.0,0.101,2,7,2,33360.0,5.0,5.0,37.0,Salaried,Rent,Business,South,0
62,55642.0,30666.0,780.0,11.0,0.261,0,2,1,18006.0,5.0,14.76,22.0,Contract,Own,Medical,North,0
60,45068.0,26314.0,633.0,21.0,0.149,0,4,0,70182.0,10.0,9.37,31.0,Salaried,Own,Debt consolidation,South,0
60,108383.0,10000.0,710.0,7.0,0.305,0,5,1,48985.0,3.0,8.94,1.0,Unemployed,Mortgage,Business,South,0
62,36825.0,61397.0,688.0,12.0,0.194,0,1,6,162764.0,8.0,8.12,25.0,Self-employed,Mortgage,Home improvement,Central,0
32,46612.0,28307.0,690.0,6.0,0.367,0,3,3,60605.0,10.0,10.04,31.0,Unemployed,Own,Business,North,0
21,41946.0,38842.0,555.0,27.0,0.272,0,12,2,42684.0,2.0,11.57,20.0,Contract,Rent,Debt consolidation,South,1
28,79268.0,12095.0,630.0,5.0,0.294,1,10,3,25342.0,9.0,11.84,26.0,Salaried,Mortgage,Debt consolidation,South,0
33,23256.0,26386.0,681.0,3.0,0.502,0,8,0,86862.0,5.0,9.84,22.0,Salaried,Rent,Debt consolidation,West,0
54,45537.0,10000.0,582.0,5.0,0.505,0,1,3,34868.0,5.0,11.78,25.0,Unemployed,Rent,Medical,East,1
45,23213.0,24635.0,529.0,13.0,0.436,1,13,5,49643.0,11.0,5.0,24.0,Contract,Rent,Debt consolidation,South,1
43,50409.0,10887.0,622.0,18.0,0.131,0,10,3,32751.0,3.0,14.4,10.0,Self-employed,Own,Business,South,0
21,89114.0,941685.0,709.0,18.0,0.15,5,11,3,20683.0,2.0,14.12,28.0,Contract,Own,Debt consolidation,North,1
54,89994.0,34678.0,716.0,6.0,0.429,0,5,2,110607.0,23.0,10.64,22.0,Salaried,Own,Debt consolidation,West,0
38,40128.0,59763.0,623.0,7.0,0.1,0,11,2,115152.0,2.0,12.73,17.0,Contract,Own,Business,West,0
58,80284.0,18266.0,679.0,3.0,0.192,0,6,3,15359.0,13.0,8.82,19.0,Salaried,Own,Home improvement,East,0
26,54077.0,29710.0,713.0,7.0,0.23,0,3,0,127679.0,3.0,12.47,16.0,Salaried,Rent,Business,North,0
35,126576.0,43434.0,763.0,3.0,0.403,0,4,3,55163.0,4.0,9.43,38.0,Self-employed,Rent,Debt consolidation,North,0
23,55744.0,10000.0,761.0,7.0,0.339,0,4,5,16548.0,10.0,12.51,25.0,Salaried,Mortgage,Home improvement,Central,0
34,11671.0,13301.0,740.0,10.0,0.35,1,8,3,4362.0,5.0,10.06,11.0,Salaried,Own,Education,North,0
66,97936.0,45678.0,660.0,13.0,0.38,2,10,4,13119.0,10.0,13.86,16.0,Self-employed,Rent,Home improvement,North,0
45,46513.0,18703.0,687.0,23.0,0.19,0,7,0,42161.0,7.0,9.89,59.0,Salaried,Mortgage,Business,West,0
42,51492.0,12572.0,694.0,11.0,0.409,0,8,2,42850.0,8.0,11.4,5.0,Contract,Mortgage,Debt consolidation,South,0
34,72024.0,13722.0,678.0,21.0,0.243,1,7,3,17226.0,8.0,10.62,31.0,Salaried,Own,Business,Central,0
33,27348.0,10000.0,614.0,7.0,0.206,0,8,1,18721.0,7.0,11.55,12.0,Salaried,Mortgage,Other,East,0
53,62384.0,10000.0,769.0,4.0,0.293,1,11,3,9550.0,5.0,10.12,49.0,Salaried,Rent,Home improvement,Central,0
69,80336.0,10000.0,714.0,2.0,0.332,0,7,0,49892.0,11.0,11.57,13.0,Salaried,Mortgage,Home improvement,South,0
57,73148.0,22795.0,738.0,10.0,0.143,1,10,1,42024.0,3.0,12.19,34.0,Salaried,Rent,Debt consolidation,Central,0
57,43070.0,36451.0,726.0,9.0,0.243,3,7,3,58115.0,12.0,15.14,12.0,Salaried,Own,Debt consolidation,West,0
44,103318.0,145685.0,666.0,4.0,0.093,3,8,3,232946.0,7.0,10.49,16.0,Salaried,Own,Education,Central,1
25,34592.0,21353.0,608.0,22.0,0.27,0,8,2,11539.0,7.0,11.09,13.0,Contract,Mortgage,Medical,Central,0
56,42445.0,10000.0,731.0,2.0,0.358,5,6,3,70500.0,6.0,11.13,17.0,Salaried,Rent,Debt consolidation,South,1
60,55559.0,21561.0,728.0,17.0,0.522,0,3,1,26129.0,4.0,13.68,59.0,Salaried,Mortgage,Other,East,0
46,70439.0,37317.0,706.0,8.0,0.172,1,9,2,9157.0,11.0,6.48,7.0,Self-employed,Own,Education,East,0
25,50086.0,47698.0,808.0,7.0,0.246,1,11,2,18661.0,11.0,13.7,27.0,Salaried,Rent,Debt consolidation,South,0
55,117680.0,44349.0,659.0,2.0,0.034,0,12,1,7551.0,2.0,14.9,16.0,Salaried,Rent,Debt consolidation,North,0
66,70432.0,33846.0,673.0,11.0,0.182,1,2,3,15728.0,8.0,9.87,24.0,Self-employed,Rent,Other,South,0
32,62418.0,23658.0,701.0,22.0,0.014,1,3,0,31342.0,9.0,13.75,7.0,Salaried,Rent,Home improvement,Central,0
28,69084.0,38277.0,663.0,2.0,0.462,5,4,3,40243.0,4.0,11.27,4.0,Salaried,Mortgage,Other,South,1
57,89599.0,10000.0,677.0,12.0,0.541,0,9,3,6767.0,6.0,10.74,9.0,Contract,Rent,Debt consolidation,South,0
37,68352.0,10000.0,747.0,7.0,0.5,3,9,2,125786.0,3.0,12.75,4.0,Salaried,Rent,Debt consolidation,South,0
56,22132.0,105867.0,654.0,21.0,0.194,1,6,0,23382.0,1.0,8.96,5.0,Self-employed,Own,Debt consolidation,West,0
55,109014.0,21263.0,658.0,3.0,0.173,0,2,3,11855.0,1.0,7.66,10.0,Salaried,Rent,Other,Central,0
34,63948.0,32874.0,722.0,10.0,0.094,0,10,2,98587.0,6.0,11.08,35.0,Self-employed,Rent,Education,West,0
23,87262.0,10000.0,617.0,2.0,0.302,0,2,1,61282.0,7.0,8.93,59.0,Contract,Rent,Business,West,0
48,47893.0,70170.0,685.0,9.0,0.237,0,12,0,15640.0,3.0,18.17,19.0,Salaried,Own,Home improvement,South,0
40,21923.0,52412.0,683.0,5.0,0.255,4,4,3,17209.0,14.0,11.47,19.0,Salaried,Own,Debt consolidation,Central,1
62,17096.0,10000.0,724.0,8.0,0.306,2,7,2,22638.0,4.0,7.95,6.0,Salaried,Own,Business,Central,0
38,35618.0,17362.0,734.0,2.0,0.103,0,1,6,60797.0,6.0,9.44,19.0,Contract,Rent,Business,Central,0
33,79580.0,26894.0,681.0,14.0,0.177,2,13,1,36855.0,13.0,11.75,18.0,Salaried,Own,Medical,Central,0
63,122252.0,10000.0,685.0,6.0,0.179,0,1,2,366665.0,15.0,13.13,40.0,Salaried,Mortgage,Education,East,0
57,70692.0,31779.0,688.0,8.0,0.267,0,2,4,32518.0,3.0,10.0,26.0,Contract,Own,Medical,Central,0
51,33566.0,48253.0,673.0,9.0,0.23,0,7,2,148151.0,16.0,12.05,1.0,Contract,Rent,Debt consolidation,East,0
67,38899.0,28090.0,761.0,7.0,0.397,0,2,0,14211.0,10.0,8.21,51.0,Salaried,Own,Home improvement,North,0
59,126555.0,10000.0,718.0,8.0,0.396,0,13,4,14924.0,10.0,9.71,37.0,Contract,Mortgage,Home improvement,South,0
63,29117.0,10122.0,760.0,1.0,0.453,2,11,0,35155.0,2.0,15.41,46.0,Salaried,Rent,Medical,West,0
60,190227.0,20073.0,642.0,5.0,0.144,0,8,2,213929.0,2.0,11.83,10.0,Unemployed,Own,Business,North,0
40,168017.0,18266.0,759.0,4.0,0.195,0,2,4,16589.0,9.0,5.59,45.0,Salaried,Own,Other,North,0
24,193706.0,18547.0,697.0,8.0,0.204,0,11,6,55850.0,7.0,12.15,5.0,Salaried,Rent,Other,South,0
50,73820.0,18061.0,728.0,13.0,0.124,0,7,3,31132.0,7.0,13.34,17.0,Contract,Own,Medical,East,0
58,49621.0,10000.0,585.0,8.0,0.315,0,11,1,59426.0,5.0,12.73,39.0,Salaried,Rent,Debt consolidation,South,0
69,72838.0,40305.0,779.0,7.0,0.1,0,9,1,15000.0,4.0,13.25,10.0,Contract,Own,Other,West,0
54,98688.0,35258.0,714.0,20.0,0.503,0,6,3,18259.0,21.0,8.67,5.0,Self-employed,Own,Debt consolidation,North,0
48,41859.0,32591.0,793.0,9.0,0.383,0,7,1,17025.0,7.0,14.47,24.0,Salaried,Mortgage,Debt consolidation,West,0
49,32674.0,30403.0,751.0,13.0,0.356,0,1,2,159422.0,13.0,11.51,29.0,Salaried,Mortgage,Debt consolidation,South,0
26,51217.0,17799.0,577.0,18.0,0.066,0,10,6,16229.0,12.0,8.84,3.0,Salaried,Mortgage,Medical,West,1
21,39153.0,13970.0,774.0,16.0,0.277,0,5,1,6571.0,12.0,10.6,45.0,Salaried,Own,Debt consolidation,West,0
23,118479.0,10268.0,700.0,8.0,0.323,0,4,3,35851.0,6.0,13.57,5.0,Contract,Rent,Debt consolidation,West,0
65,42658.0,70066.0,725.0,11.0,0.132,0,12,3,8249.0,10.0,11.67,20.0,Salaried,Rent,Business,West,0
