age,annual_income,loan_amount,credit_score,credit_history_years,debt_to_income_ratio,num_delinquencies,num_open_accounts,recent_credit_inquiries,savings_balance,employment_years,interest_rate,loan_tenure_months,employment_status,rent_or_own,loan_purpose,region,default,default_probability,expected_loss
29,43118.0,36797.0,835.0,8.0,0.232,0,13,5,19158.0,9.0,6.89,8.0,Salaried,Rent,Debt consolidation,South,0,0.01962885674924501,325.0273688108859
36,41990.0,31372.0,679.0,4.0,0.512,1,5,4,33530.0,12.0,10.18,27.0,Self-employed,Rent,Debt consolidation,West,1,0.400975974269895,5660.738219157816
48,56736.0,14237.0,760.0,10.0,0.176,0,12,2,72837.0,5.0,11.52,12.0,Salaried,Rent,Medical,North,0,0.004033662073310241,25.842261121973056
40,36090.0,14485.0,699.0,7.0,0.182,0,13,2,286233.0,10.0,15.02,18.0,Salaried,Own,Debt consolidation,North,0,0.004391093514553632,28.62224530123921
41,52786.0,26120.0,738.0,5.0,0.377,0,6,5,28560.0,6.0,11.87,21.0,Salaried,Rent,Debt consolidation,South,0,0.019079754180160967,224.26343063361202
33,173991.0,61677.0,689.0,3.0,0.039,0,7,1,7933.0,1.0,8.58,2.0,Salaried,Own,Debt consolidation,North,0,0.006485928650578127,180.0146796217682
28,106239.0,30330.0,741.0,11.0,0.458,0,4,3,69734.0,10.0,10.86,16.0,Unemployed,Rent,Business,North,0,0.01925297532317753,262.7742336983885
69,70928.0,45183.0,705.0,11.0,0.458,0,3,2,20858.0,12.0,15.52,14.0,Salaried,Mortgage,Other,South,0,0.007802421152843079,158.64155772700897
50,140565.0,11079.0,784.0,11.0,0.359,0,5,3,4597.0,4.0,11.22,11.0,Salaried,Rent,Other,Central,0,0.004999581737925837,24.925664733516157
32,38037.0,34986.0,707.0,11.0,0.262,0,6,3,22137.0,5.0,7.21,51.0,Salaried,Rent,Medical,West,0,0.009239464408232206,145.46335580388538
60,235565.0,13313.0,650.0,17.0,0.143,0,4,2,46368.0,24.0,13.77,9.0,Contract,Rent,Home improvement,Central,0,0.006626677687739299,39.699432025592984
61,46478.0,24468.0,718.0,5.0,0.27,0,2,3,28492.0,3.0,8.15,27.0,Salaried,Rent,Other,West,0,0.005225958082596575,57.54093406423785
68,180249.0,34957.0,691.0,3.0,0.456,0,11,1,39931.0,13.0,13.96,37.0,Self-employed,Rent,Debt consolidation,West,0,0.006120914391695179,96.28596197571976
28,179813.0,14788.0,636.0,13.0,0.278,0,10,5,66302.0,1.0,13.79,18.0,Contract,Rent,Other,North,0,0.3701542434493811,2463.2284284582515
52,22828.0,10272.0,711.0,5.0,0.358,0,11,5,46431.0,2.0,13.74,5.0,Contract,Own,Home improvement,East,0,0.03574401126127547,165.22311765411976
69,134175.0,28910.0,656.0,6.0,0.338,3,11,1,73203.0,7.0,6.55,14.0,Salaried,Rent,Business,South,1,0.5537722400950411,7204.299957516438
60,51218.0,19909.0,677.0,5.0,0.336,0,8,4,156539.0,8.0,10.21,6.0,Salaried,Own,Medical,North,0,0.02004534910104929,179.58728486375566
32,43810.0,24394.0,692.0,5.0,0.194,0,10,6,5852.0,3.0,13.36,22.0,Self-employed,Rent,Debt consolidation,South,0,0.13033007842547478,1430.6723698999645
64,79902.0,36057.0,578.0,18.0,0.199,5,3,2,58208.0,5.0,14.24,8.0,Unemployed,Rent,Debt consolidation,South,1,0.9959487220836494,16159.915382476565
41,34394.0,58716.0,666.0,6.0,0.207,0,6,0,8322.0,6.0,17.02,2.0,Self-employed,Own,Debt consolidation,South,0,0.020356171326670867,537.854830027563
44,78913.0,36223.0,741.0,7.0,0.33,0,4,5,19143.0,9.0,11.23,20.0,Salaried,Rent,Debt consolidation,South,0,0.014764647796570352,240.66892671082553
48,35688.0,32825.0,679.0,5.0,0.565,1,10,0,21331.0,6.0,14.54,21.0,Salaried,Own,Medical,Central,0,0.02410205101784142,356.01742109729
58,65999.0,15134.0,585.0,11.0,0.257,0,5,2,29422.0,2.0,12.0,12.0,Salaried,Mortgage,Home improvement,West,0,0.0890721467865661,606.6080412605511
26,124798.0,16981.0,686.0,3.0,0.54,2,1,0,43345.0,2.0,9.19,9.0,Salaried,Mortgage,Debt consolidation,North,0,0.03666046213535356,280.13908838419746
47,74057.0,30973.0,717.0,3.0,0.255,4,8,3,32611.0,8.0,7.98,57.0,Salaried,Mortgage,Medical,West,1,0.7625647219123217,10628.512709305654
61,49125.0,16774.0,674.0,10.0,0.246,0,7,6,32039.0,5.0,8.33,124.0,Salaried,Rent,Debt consolidation,West,1,0.5457995531079655,4119.858766724856
47,80642.0,30877.0,675.0,3.0,0.252,1,5,2,106945.0,8.0,9.78,11.0,Salaried,Rent,Debt consolidation,West,0,0.026126434248818484,363.01765963534575
34,27624.0,11948.0,665.0,13.0,0.452,1,3,2,83037.0,4.0,7.85,9.0,Self-employed,Own,Debt consolidation,East,0,0.0596188686492457,320.5468091795344
23,37746.0,93621.0,724.0,7.0,0.377,1,1,1,15066.0,10.0,11.74,13.0,Salaried,Rent,Medical,East,0,0.02245272037856754,945.9207605528424
47,47257.0,25470.0,645.0,9.0,0.065,2,8,2,20256.0,16.0,10.52,12.0,Salaried,Mortgage,Business,South,0,0.2237106141009562,2564.0592035181094
55,92297.0,24246.0,720.0,5.0,0.332,0,8,3,12380.0,17.0,11.24,6.0,Contract,Rent,Medical,South,0,0.005057951552917263,55.18579200841438
47,74846.0,15337.0,675.0,4.0,0.245,0,6,2,122675.0,6.0,13.38,11.0,Unemployed,Rent,Business,East,0,0.011001196889848039,75.92641051481972
68,80366.0,92482.0,759.0,24.0,0.563,0,5,2,90384.0,5.0,12.87,13.0,Salaried,Mortgage,Medical,West,0,0.013557052815270185,564.2025113078178
50,58979.0,10000.0,663.0,3.0,0.089,0,2,2,9387.0,5.0,10.59,45.0,Salaried,Own,Medical,North,0,0.005152637861091716,23.186870374912722
45,38814.0,13000.0,629.0,6.0,0.575,0,5,3,8236.0,4.0,6.97,17.0,Contract,Mortgage,Education,South,0,0.0793210988862699,464.02842848467895
23,135736.0,41781.0,724.0,9.0,0.067,0,5,1,15712.0,17.0,9.32,21.0,Salaried,Own,Business,South,0,0.003577488411382321,67.26196949218414
48,40791.0,26364.0,717.0,5.0,0.481,0,10,1,11490.0,6.0,9.75,9.0,Self-employed,Own,Medical,West,0,0.005538814551083195,65.71138807114082
29,75393.0,14292.0,713.0,0.0,0.26,0,5,0,19896.0,2.0,10.39,38.0,Contract,Own,Home improvement,South,0,0.0030492679907373433,19.61106215562815
56,56294.0,14602.0,737.0,11.0,0.229,0,1,0,38962.0,6.0,12.77,7.0,Self-employed,Mortgage,Education,East,0,0.003233612115755648,21.247741851418787
28,81605.0,17709.0,635.0,15.0,0.408,0,8,2,118633.0,2.0,9.44,14.0,Salaried,Rent,Debt consolidation,East,0,0.02048645288491641,163.2575673625431
65,42915.0,23780.0,647.0,14.0,0.018,0,5,3,83874.0,2.0,9.33,3.0,Contract,Rent,Medical,South,0,0.013793262363768396,147.6017005546856
35,106828.0,70631.0,763.0,17.0,0.265,0,9,5,25521.0,9.0,6.62,12.0,Contract,Mortgage,Other,Central,0,0.022488115106961633,714.7611261539132
42,127778.0,34678.0,714.0,2.0,0.225,1,7,2,15811.0,6.0,9.45,14.0,Salaried,Rent,Business,Central,0,0.01316309820862883,205.41146385547376
28,103283.0,47453.0,665.0,6.0,0.15,0,10,0,25896.0,8.0,9.45,76.0,Salaried,Rent,Debt consolidation,East,0,0.007770903043903277,165.938697964054
31,65297.0,15903.0,593.0,13.0,0.369,0,9,2,93714.0,3.0,14.8,43.0,Salaried,Own,Education,South,0,0.07280807766571797,521.0400866030608
66,47131.0,32429.0,622.0,2.0,0.296,0,3,1,77193.0,6.0,8.77,2.0,Salaried,Rent,Home improvement,Central,0,0.020659925485096375,301.4913256002857
34,282706.0,10000.0,637.0,11.0,0.159,0,5,0,161406.0,15.0,17.35,13.0,Contract,Own,Other,Central,0,0.004887306768202471,21.99288045691112
46,34704.0,25251.0,659.0,5.0,0.14,0,11,3,66529.0,19.0,9.11,7.0,Self-employed,Own,Business,North,0,0.011221675031504494,127.511332299234
69,97215.0,24064.0,707.0,1.0,0.162,0,7,1,18543.0,17.0,12.86,22.0,Salaried,Rent,Debt consolidation,South,0,0.0035952084975215135,38.93179377796096
51,71900.0,86341.0,615.0,18.0,0.321,0,2,2,51814.0,6.0,10.3,10.0,Contract,Rent,Home improvement,Central,0,0.09006163579149278,3499.2052631429747
23,57850.0,70841.0,661.0,5.0,0.186,0,12,4,17048.0,8.0,7.73,5.0,Salaried,Rent,Debt consolidation,West,0,0.10215003873385087,3256.3849022751283
38,66293.0,18145.0,621.0,7.0,0.132,0,4,2,21492.0,14.0,6.72,9.0,Self-employed,Rent,Business,North,0,0.015199782859711887,124.1100269952625
39,45224.0,11934.0,667.0,9.0,0.285,2,9,4,41277.0,10.0,10.06,3.0,Self-employed,Mortgage,Business,South,1,0.7547127484487209,4053.0338729941664
34,75726.0,12182.0,821.0,6.0,0.119,0,7,3,49907.0,15.0,11.06,2.0,Self-employed,Own,Education,South,0,0.003432308649490699,18.815572785643063
32,71272.0,17659.0,755.0,5.0,0.59,0,4,4,53160.0,8.0,8.23,15.0,Contract,Rent,Education,South,0,0.015663925822602516,124.47416974560203
45,261113.0,58472.0,722.0,5.0,0.322,0,2,0,45464.0,20.0,9.65,33.0,Contract,Own,Medical,Central,0,0.005930305320840653,156.0405657240876
39,107899.0,30067.0,661.0,7.0,0.051,0,10,2,57361.0,12.0,7.57,18.0,Unemployed,Rent,Medical,Central,0,0.014074525525224413,190.4304415351151
35,79518.0,32484.0,631.0,11.0,0.384,0,11,5,13005.0,18.0,12.55,28.0,Contract,Rent,Medical,North,1,0.7313636445838457,10690.927483797741
41,82171.0,40474.0,685.0,8.0,0.312,0,9,2,27519.0,3.0,13.53,14.0,Self-employed,Mortgage,Other,North,0,0.005098032346668354,92.85199253957475
37,164678.0,10450.0,605.0,7.0,0.391,4,3,2,96983.0,3.0,9.82,6.0,Salaried,Rent,Education,South,1,0.9840689167522614,4627.5840810275095
32,35111.0,12942.0,726.0,14.0,0.371,0,4,5,152628.0,7.0,10.41,18.0,Salaried,Rent,Debt consolidation,West,0,0.03441519139486719,200.43063316456704
43,54149.0,32538.0,679.0,2.0,0.124,1,10,2,67042.0,6.0,14.31,12.0,Self-employed,Rent,Home improvement,South,0,0.02598118078218759,380.41904713086893
67,20975.0,12281.0,688.0,7.0,0.706,0,3,2,29720.0,8.0,9.8,3.0,Contract,Rent,Debt consolidation,Central,0,0.03471418961370525,191.8462331906614
45,81416.0,10000.0,598.0,6.0,0.253,0,12,2,31857.0,1.0,11.01,62.0,Self-employed,Own,Education,North,0,0.04122019415502972,185.49087369763376
50,95463.0,10000.0,693.0,9.0,0.237,2,3,0,9389.0,8.0,8.07,26.0,Unemployed,Rent,Business,West,0,0.046516901251124294,209.32605563005933
69,34628.0,48570.0,677.0,10.0,0.148,0,11,1,85770.0,5.0,17.35,14.0,Salaried,Mortgage,Debt consolidation,Central,0,0.014919978855401016,326.09851785307234
51,131833.0,16638.0,637.0,14.0,0.291,0,5,4,12237.0,3.0,9.89,39.0,Salaried,Rent,Home improvement,East,0,0.11255533159104411,842.7130231553064
31,40321.0,26092.0,702.0,3.0,0.418,0,7,1,55137.0,8.0,6.21,3.0,Salaried,Rent,Other,North,0,0.00762627996803108,89.54320361664013
40,49595.0,10154.0,668.0,10.0,0.276,2,8,2,7683.0,5.0,11.42,16.0,Salaried,Mortgage,Education,South,0,0.12522023591979975,572.168823988341
44,63944.0,29277.0,706.0,5.0,0.447,0,7,4,91776.0,5.0,11.21,2.0,Contract,Own,Debt consolidation,South,0,0.016959933557470545,223.44118864292932
44,143891.0,17994.0,724.0,8.0,0.197,0,8,6,66628.0,13.0,13.81,8.0,Salaried,Rent,Debt consolidation,South,0,0.053423740213663154,432.5880516320947
28,37346.0,30781.0,630.0,5.0,0.23,0,9,6,35564.0,5.0,17.7,4.0,Contract,Mortgage,Home improvement,North,1,0.8394136601598223,11627.09634302077
26,70276.0,15392.0,696.0,7.0,0.171,2,10,2,25769.0,2.0,10.0,6.0,Salaried,Mortgage,Home improvement,West,0,0.030557114387242228,211.65079709179457
38,91689.0,32151.0,695.0,4.0,0.249,0,10,4,33083.0,9.0,7.98,21.0,Salaried,Rent,Debt consolidation,North,0,0.010712920346387865,154.9939959255223
65,81851.0,14835.0,758.0,6.0,0.622,0,12,0,16596.0,16.0,8.1,10.0,Salaried,Rent,Medical,West,0,0.010625177722448396,70.93103018063488
56,83531.0,20739.0,736.0,1.0,0.081,0,10,1,53491.0,7.0,15.01,16.0,Salaried,Own,Business,Central,0,0.002957545108830884,27.60143760541967
62,91019.0,17966.0,671.0,14.0,0.211,0,12,6,11885.0,5.0,13.36,6.0,Contract,Mortgage,Other,North,0,0.1983401347711911,1603.520487584649
29,44130.0,22464.0,667.0,12.0,0.195,0,5,6,79882.0,2.0,12.58,7.0,Salaried,Own,Business,North,0,0.2772062326218995,2802.2223643282573
41,151491.0,27155.0,698.0,2.0,0.217,0,6,1,31264.0,4.0,8.37,3.0,Salaried,Own,Education,East,0,0.0036942973253030645,45.143389740872124
49,56324.0,15197.0,628.0,19.0,0.095,0,3,6,53062.0,4.0,9.22,26.0,Salaried,Rent,Medical,West,1,0.5469894492707973,3740.6693972557377
42,52359.0,20136.0,636.0,15.0,0.067,0,6,3,16768.0,2.0,13.51,3.0,Self-employed,Mortgage,Other,North,0,0.015616753722212641,141.50652882771317
41,125642.0,25333.0,664.0,5.0,0.11,0,1,4,53441.0,3.0,14.23,15.0,Self-employed,Rent,Other,East,0,0.01983820465445858,226.15255733012967
38,42327.0,32234.0,559.0,2.0,0.18,0,9,2,8123.0,3.0,11.1,11.0,Salaried,Mortgage,Education,Central,0,0.3796587573736056,5507.064173331361
23,71407.0,20805.0,636.0,4.0,0.264,1,10,1,11256.0,3.0,11.23,16.0,Salaried,Rent,Debt consolidation,East,0,0.028347908659233267,265.4002078449067
63,40233.0,11324.0,672.0,4.0,0.243,5,1,2,30478.0,7.0,9.73,6.0,Self-employed,Own,Medical,North,1,0.9302107375727117,4740.167876523024
66,239325.0,23502.0,842.0,3.0,0.194,0,2,5,65293.0,18.0,8.59,38.0,Salaried,Rent,Other,North,0,0.009972113134420327,105.46407129831594
24,213152.0,36416.0,655.0,15.0,0.314,2,9,0,103850.0,13.0,13.7,16.0,Contract,Mortgage,Other,South,0,0.08001936772030412,1311.2933827061677
41,56352.0,10000.0,726.0,11.0,0.167,0,5,1,2783.0,2.0,10.72,10.0,Salaried,Own,Debt consolidation,West,0,0.0031969774606982757,14.386398573142241
46,79692.0,10000.0,679.0,3.0,0.294,3,2,2,13523.0,4.0,9.66,19.0,Salaried,Own,Home improvement,North,0,0.17868122098137224,804.0654944161752
59,60046.0,13404.0,714.0,5.0,0.344,1,11,0,74404.0,4.0,10.18,11.0,Unemployed,Own,Debt consolidation,North,0,0.014899314055910851,89.86968252244307
69,49428.0,19068.0,630.0,1.0,0.187,1,7,2,23201.0,17.0,8.07,14.0,Salaried,Rent,Education,Central,0,0.07441971727611213,638.5658260594078
41,63946.0,10000.0,605.0,4.0,0.587,0,9,1,107124.0,10.0,10.38,20.0,Salaried,Own,Debt consolidation,West,0,0.052614533101407054,236.76539895633175
57,58552.0,33880.0,766.0,3.0,0.242,3,7,0,40348.0,7.0,13.76,19.0,Salaried,Rent,Home improvement,North,0,0.029849132290151518,455.07987089565
66,25942.0,19208.0,617.0,4.0,0.11,0,3,3,43087.0,8.0,12.99,11.0,Self-employed,Own,Business,North,1,0.08179815609040457,707.030541983021
61,69194.0,10000.0,772.0,1.0,0.096,2,3,3,10846.0,8.0,12.98,13.0,Salaried,Own,Other,South,0,0.013117523485837671,59.02885568626952
35,58497.0,10000.0,670.0,7.0,0.208,1,4,6,13356.0,11.0,9.05,4.0,Contract,Own,Education,North,1,0.7024119190507395,3160.853635728328
61,71091.0,17581.0,645.0,8.0,0.146,0,13,1,68256.0,7.0,5.36,21.0,Contract,Rent,Home improvement,Central,0,0.005941955555438588,47.00948427907462
41,57375.0,10000.0,662.0,6.0,0.519,0,5,3,128302.0,25.0,8.95,21.0,Salaried,Rent,Other,Central,0,0.03342477810036023,150.41150145162104
21,49110.0,45608.0,778.0,13.0,0.084,0,8,2,44312.0,3.0,8.85,11.0,Salaried,Own,Other,South,0,0.007492328900029972,153.76956141265512
58,96877.0,25340.0,652.0,8.0,0.363,0,5,4,15553.0,11.0,9.56,45.0,Salaried,Own,Education,East,0,0.06832753838692367,779.1389202260906
61,80276.0,36631.0,669.0,10.0,0.132,0,12,3,44249.0,10.0,15.13,11.0,Self-employed,Rent,Debt consolidation,West,0,0.01043482896265173,172.00719887890295
37,129033.0,10181.0,744.0,12.0,0.265,0,2,5,60074.0,8.0,12.67,12.0,Self-employed,Mortgage,Debt consolidation,South,0,0.009723725691641172,44.548763069969446
43,78598.0,29987.0,716.0,22.0,0.187,0,7,2,109367.0,7.0,12.1,8.0,Self-employed,Rent,Medical,Central,0,0.004656200038564564,62.831461750396016
38,53708.0,13420.0,804.0,11.0,0.188,0,9,0,30480.0,12.0,13.96,11.0,Unemployed,Rent,Home improvement,Central,0,0.006357422267529695,38.39247307361183
26,84055.0,19066.0,754.0,7.0,0.544,0,9,2,111780.0,2.0,12.73,3.0,Self-employed,Own,Home improvement,South,0,0.006003510393493833,51.50831812305904
69,20144.0,28699.0,652.0,12.0,0.202,0,6,3,92463.0,6.0,10.53,25.0,Self-employed,Rent,Other,West,0,0.067348789445351,869.7793087314578
22,190427.0,20899.0,762.0,3.0,0.244,0,8,2,42313.0,10.0,14.73,19.0,Salaried,Rent,Medical,West,0,0.00408815667364427,38.44727384512122
48,69627.0,40389.0,584.0,7.0,0.151,0,13,1,101703.0,3.0,14.77,31.0,Contract,Rent,Debt consolidation,Central,0,0.04654965081825659,846.0422311043544
21,199078.0,24448.0,732.0,5.0,0.127,4,10,5,6832.0,9.0,10.58,5.0,Salaried,Rent,Other,North,1,0.8800025487555179,9681.436040388706
54,37118.0,15563.0,654.0,15.0,0.142,0,5,5,79839.0,4.0,10.59,10.0,Salaried,Mortgage,Medical,North,0,0.133601667394419,935.6592373467043
65,32380.0,41447.0,723.0,7.0,0.211,1,5,4,38560.0,6.0,10.72,7.0,Self-employed,Mortgage,Debt consolidation,North,0,0.03609566628650336,673.2256862595171
52,73219.0,48545.0,798.0,9.0,0.344,0,12,6,41143.0,4.0,14.3,16.0,Contract,Rent,Other,West,0,0.04374779713784869,955.6815654255892
50,73086.0,23522.0,598.0,7.0,0.36,0,6,5,98118.0,9.0,10.68,10.0,Salaried,Own,Education,East,1,0.7873935582282401,8334.482074490099
61,72116.0,59999.0,741.0,9.0,0.236,0,9,5,54424.0,8.0,13.54,10.0,Contract,Own,Medical,East,0,0.01891364867429534,510.66000306407074
68,66317.0,18461.0,736.0,1.0,0.256,0,7,0,56168.0,12.0,11.97,4.0,Salaried,Own,Medical,West,0,0.0032283618841931726,26.819454934840575
63,42384.0,20011.0,726.0,4.0,0.445,0,8,0,12299.0,4.0,15.27,27.0,Salaried,Mortgage,Business,North,0,0.0050325948778721374,45.31826524549471
32,26451.0,22099.0,636.0,1.0,0.158,0,10,5,21805.0,4.0,9.75,7.0,Contract,Rent,Other,South,0,0.3979520147043531,3957.4537078281746
48,69964.0,19983.0,685.0,8.0,0.063,0,7,6,149951.0,5.0,15.2,19.0,Contract,Rent,Business,North,0,0.0479874614823561,431.5200492608649
61,29572.0,17450.0,637.0,8.0,0.598,0,1,6,33535.0,7.0,9.59,11.0,Contract,Rent,Debt consolidation,Central,1,0.9275017721690915,7283.207665957791
35,28075.0,12885.0,714.0,12.0,0.494,0,4,1,26494.0,7.0,12.77,25.0,Salaried,Mortgage,Debt consolidation,South,0,0.00551088967409909,31.953516052845046
54,48565.0,10451.0,618.0,13.0,0.479,0,5,2,7132.0,1.0,10.0,3.0,Contract,Rent,Education,South,0,0.06561243048125215,308.5719799318048
22,75877.0,23934.0,666.0,10.0,0.388,0,10,0,53319.0,9.0,10.41,35.0,Contract,Rent,Debt consolidation,Central,0,0.0072360400393475105,77.93432203578449
63,178665.0,54109.0,725.0,6.0,0.544,3,2,1,31848.0,4.0,15.52,10.0,Salaried,Rent,Debt consolidation,South,0,0.21652143616370928,5272.091275221966
51,102600.0,40565.0,650.0,2.0,0.373,0,13,0,12168.0,5.0,15.48,54.0,Salaried,Rent,Medical,South,0,0.009706891081896886,177.19201653171623
57,131698.0,29468.0,668.0,7.0,0.403,0,11,5,64568.0,4.0,11.53,6.0,Contract,Mortgage,Debt consolidation,North,0,0.1432587884295885,1899.697489849401
61,85778.0,56212.0,640.0,9.0,0.56,0,11,0,16865.0,2.0,6.69,14.0,Salaried,Mortgage,Home improvement,South,0,0.025513862604897748,645.3833601359305
31,73260.0,22347.0,704.0,4.0,0.031,2,6,0,285312.0,1.0,11.55,4.0,Salaried,Mortgage,Other,South,0,0.009492425855036296,95.45725826212325
43,237562.0,10492.0,682.0,8.0,0.458,0,11,3,40955.0,7.0,15.17,40.0,Salaried,Own,Business,Central,0,0.007716502930907358,36.432696937986
63,28924.0,16948.0,650.0,7.0,0.2,0,9,1,72786.0,9.0,13.27,4.0,Self-employed,Rent,Other,Central,0,0.008718531503290458,66.492752362995
29,47702.0,21047.0,655.0,5.0,0.361,0,10,5,171116.0,12.0,12.66,14.0,Salaried,Rent,Debt consolidation,Central,0,0.28654816512875114,2713.9406541591716
61,49794.0,14998.0,699.0,10.0,0.2,0,2,2,54523.0,4.0,10.42,49.0,Self-employed,Own,Education,South,0,0.0038913902409315913,26.263381875071403
35,97876.0,34806.0,632.0,2.0,0.152,0,6,0,48980.0,4.0,14.08,14.0,Salaried,Own,Debt consolidation,West,0,0.009945843773436446,155.77876727020305
49,34950.0,44429.0,688.0,12.0,0.478,2,12,4,142369.0,5.0,7.32,7.0,Unemployed,Mortgage,Business,South,1,0.956892048452553,19131.190569314316
45,91116.0,10000.0,692.0,1.0,0.279,0,2,6,51530.0,10.0,13.72,43.0,Self-employed,Rent,Education,East,0,0.13411901032111526,603.5355464450187
54,82356.0,19750.0,699.0,5.0,0.144,2,2,3,49366.0,8.0,10.53,10.0,Unemployed,Rent,Medical,South,0,0.4465569286288396,3968.774703188812
61,93652.0,10000.0,661.0,12.0,0.401,0,5,4,75208.0,4.0,11.95,6.0,Salaried,Rent,Medical,East,0,0.08597120385766882,386.8704173595097
38,92723.0,20564.0,723.0,3.0,0.179,0,2,3,5555.0,9.0,7.43,19.0,Self-employed,Own,Debt consolidation,South,0,0.0037001031166991652,34.24001422131074
29,139536.0,20393.0,743.0,17.0,0.323,0,13,0,30730.0,20.0,11.71,10.0,Self-employed,Mortgage,Medical,East,0,0.0033819975908850096,31.036084591913102
41,58275.0,83463.0,726.0,18.0,0.307,1,8,0,25058.0,1.0,10.57,27.0,Contract,Mortgage,Business,East,0,0.01573783742929672,591.0872064126265
50,80145.0,66649.0,702.0,11.0,0.215,0,1,0,42008.0,10.0,11.8,12.0,Salaried,Own,Home improvement,East,0,0.0074498900887536275,223.43747603640324
57,39931.0,44323.0,612.0,3.0,0.499,0,7,4,145832.0,3.0,11.56,35.0,Salaried,Own,Other,East,1,0.8675771632045634,17304.130172122135
57,35220.0,10724.0,782.0,4.0,0.278,1,9,1,29249.0,10.0,7.47,8.0,Unemployed,Rent,Other,South,0,0.014261147535294543,68.82144577582442
37,158048.0,10269.0,693.0,11.0,0.316,4,4,0,3864.0,9.0,10.12,15.0,Salaried,Rent,Home improvement,West,0,0.2981808056393976,1377.9084118999383
66,38305.0,10000.0,707.0,10.0,0.338,0,5,0,16610.0,4.0,6.71,15.0,Salaried,Mortgage,Medical,North,0,0.004353298789187701,19.58984455134465
25,85197.0,69214.0,651.0,2.0,0.3,2,8,6,20293.0,7.0,13.6,19.0,Self-employed,Rent,Other,South,1,0.9810613827215987,30556.43214466173
26,80184.0,11127.0,678.0,5.0,0.077,0,2,4,117700.0,12.0,16.64,27.0,Contract,Own,Debt consolidation,North,0,0.007279868311969076,36.45139261827596
22,114261.0,16495.0,755.0,7.0,0.43,0,4,6,135548.0,10.0,10.67,7.0,Self-employed,Rent,Education,East,0,0.03458736082966401,256.73333259838853
66,24052.0,11217.0,733.0,6.0,0.101,0,11,2,17765.0,8.0,12.71,17.0,Contract,Rent,Debt consolidation,East,0,0.0061340360771832735,30.96246720499415
29,97750.0,10000.0,673.0,24.0,0.258,0,2,5,45893.0,3.0,11.28,3.0,Salaried,Rent,Debt consolidation,North,0,0.05336486292465318,240.1418831609393
50,57993.0,28267.0,774.0,5.0,0.386,0,9,6,6275.0,3.0,10.95,20.0,Contract,Own,Other,East,0,0.04112969993112675,523.175952578922
60,43047.0,24711.0,634.0,3.0,0.209,0,5,3,158472.0,5.0,12.32,5.0,Contract,Rent,Home improvement,East,0,0.03231284885033291,359.3172635732595
58,52159.0,10000.0,598.0,6.0,0.363,1,5,4,23249.0,12.0,8.78,11.0,Salaried,Rent,Medical,North,1,0.8911163434394858,4010.023545477686
67,105897.0,10000.0,584.0,9.0,0.033,0,8,2,73063.0,5.0,8.15,10.0,Salaried,Own,Home improvement,West,0,0.05396820489516857,242.85692202825857
23,89517.0,26673.0,734.0,1.0,0.126,0,1,0,5429.0,15.0,11.42,6.0,Salaried,Own,Medical,East,0,0.0033439145534422438,40.136504797784234
40,55806.0,20865.0,652.0,6.0,0.13,0,13,3,52345.0,25.0,14.33,7.0,Self-employed,Rent,Debt consolidation,North,0,0.013349852200802446,125.34509977638437
45,32000.0,16306.0,682.0,7.0,0.246,3,11,1,8874.0,13.0,13.25,30.0,Contract,Rent,Business,South,0,0.11235707084051695,824.4424787064612
55,33266.0,34692.0,750.0,6.0,0.126,1,10,4,19503.0,9.0,15.46,23.0,Salaried,Rent,Medical,North,0,0.03086650620371741,481.869374948714
51,90596.0,10000.0,708.0,8.0,0.191,0,5,4,24052.0,1.0,7.21,31.0,Salaried,Mortgage,Business,East,0,0.004863366032143518,21.885147144645835
48,29651.0,14098.0,625.0,11.0,0.095,0,7,2,16564.0,9.0,10.26,14.0,Contract,Rent,Other,North,0,0.017311593191931863,109.82647836893494
36,56107.0,32485.0,779.0,11.0,0.425,1,9,6,198424.0,6.0,11.45,38.0,Salaried,Mortgage,Other,Central,0,0.0724552319160493,1059.1686939567876
26,261605.0,13535.0,674.0,1.0,0.548,0,12,4,11786.0,7.0,8.15,15.0,Contract,Own,Debt consolidation,North,0,0.036273994743767385,220.93583348560122
42,77092.0,27845.0,687.0,24.0,0.462,5,11,3,14666.0,4.0,17.32,7.0,Contract,Rent,Other,North,1,0.9837217960541408,12326.280035007398
33,90061.0,10000.0,651.0,6.0,0.31,2,12,1,27503.0,8.0,7.08,33.0,Salaried,Mortgage,Education,West,0,0.0852734286387862,383.73042887453795
48,33404.0,11874.0,629.0,10.0,0.176,0,12,3,34940.0,6.0,13.92,21.0,Salaried,Rent,Debt consolidation,South,0,0.028141914661750915,150.37069261213367
60,30485.0,10000.0,703.0,5.0,0.062,0,5,3,14381.0,8.0,5.15,19.0,Salaried,Own,Debt consolidation,Central,0,0.004503402992096745,20.265313464435355
48,92754.0,10000.0,611.0,16.0,0.156,2,9,2,29768.0,4.0,12.21,36.0,Salaried,Own,Home improvement,East,0,0.4200784842940304,1890.3531793231368
49,51262.0,15414.0,685.0,3.0,0.299,0,5,0,35633.0,5.0,12.87,14.0,Unemployed,Mortgage,Education,West,0,0.00706388036510238,48.99719337645964
23,114175.0,30869.0,777.0,2.0,0.269,3,11,4,136513.0,2.0,13.21,30.0,Salaried,Rent,Medical,East,0,0.21209777712833164,2946.260826978511
