customer_id,age,gender,marital_status,education,employment_type,region,city_tier,residency_type,annual_income,monthly_income,monthly_expenses,savings_balance,existing_debt,loan_amount,tenure_months,interest_rate,credit_history_years,num_active_accounts,num_open_loans,credit_utilization,delinquency_30,delinquency_60,delinquency_90,recent_inquiries,repayment_ratio,avg_balance,txn_count_month,cashflow_stability,salary_credit_flag,overdraft_usage,collateral_flag,collateral_value,kyc_doc_quality,kyc_completion,kyc_risk_score,kyc_status,bureau_score,credit_score_band,dti,affordability_ratio,default_probability,risk_band,approval_status,loan_status,default
CUST009037,48,Male,Married,Bachelor,Self-employed,East,Tier2,Rent,67605.0,5633.75,2805.38,13598.77,5119.83,23322.66,24,12.0,22,2,2,0.102,0,1,0,0,2.0,20189.14,91,0.861,0,0,1,49677.0,Good,Complete,0.841,Rejected,850.0,Excellent,0.421,0.502,0.321,Medium,Rejected,Performing,0
CUST009038,55,Male,Married,High School,Salaried,South,Tier1,Rent,51650.0,4304.17,3604.87,15581.79,4595.51,14412.77,57,9.14,0,9,0,0.208,0,0,0,1,1.191,17571.19,82,0.869,1,1,1,27511.0,Poor,Complete,0.956,Rejected,746.0,Very Good,0.368,0.162,0.415,Medium,Rejected,Performing,0
CUST009039,65,Female,Single,Bachelor,Salaried,South,Tier1,Rent,56648.0,4720.67,2822.77,16365.95,30127.08,13006.75,81,10.08,19,10,3,0.146,0,0,0,0,1.666,19863.66,90,0.838,0,0,1,15497.0,Good,Complete,0.699,Rejected,850.0,Excellent,0.761,0.402,0.437,Medium,Rejected,Performing,0
CUST009040,32,Female,Married,Bachelor,Salaried,West,Tier1,Rent,21555.0,1796.25,950.46,2369.25,13493.72,8646.86,37,14.49,18,10,1,0.042,1,0,0,1,1.861,1260.34,88,0.622,1,2,1,11961.0,Good,Complete,0.56,Review,849.0,Excellent,1.027,0.471,0.158,Low,Rejected,Performing,0
CUST009041,54,Female,Married,Bachelor,Unemployed,East,Tier3,Rent,83117.0,6926.42,4780.94,12475.99,50582.27,13408.12,18,11.35,26,10,4,0.264,0,2,0,0,1.445,15874.28,101,0.757,1,2,0,0.0,Poor,Complete,0.773,Rejected,850.0,Excellent,0.77,0.31,0.349,Medium,Rejected,Performing,0
CUST009042,24,Male,Single,Master,Salaried,East,Tier2,Own,35149.0,2929.08,2323.28,2579.34,820.04,18262.75,10,10.72,25,5,4,0.063,0,0,2,2,1.255,2403.3,47,0.51,1,0,1,22891.0,Good,Complete,0.477,Review,842.0,Excellent,0.543,0.207,0.523,High,Rejected,At Risk,0
CUST009043,45,Female,Married,High School,Salaried,East,Tier1,Family,69100.0,5758.33,3682.91,22143.24,15201.37,21349.69,80,10.81,0,8,0,0.506,0,0,0,0,1.559,32737.69,116,0.654,1,0,1,19670.0,Average,Complete,0.656,Rejected,734.0,Good,0.529,0.36,0.185,Low,Rejected,Performing,0
CUST009044,39,Male,Single,Master,Contract,West,Tier2,Family,97350.0,8112.5,6392.52,4168.6,11252.03,26160.22,22,6.72,25,10,3,0.169,1,0,0,2,1.268,4244.76,47,0.776,1,3,0,0.0,Average,Complete,0.551,Review,850.0,Excellent,0.384,0.212,0.058,Low,Rejected,Performing,0
CUST009045,64,Male,Married,Bachelor,Contract,West,Tier3,Rent,43015.0,3584.58,1728.27,11780.9,16774.38,19710.07,48,15.57,19,9,1,0.083,0,0,0,2,2.056,14721.66,62,0.795,0,1,0,0.0,Good,Complete,0.418,Review,850.0,Excellent,0.848,0.518,0.627,High,Rejected,At Risk,0
CUST009046,55,Female,Single,High School,Self-employed,South,Tier1,Rent,46054.0,3837.83,1921.82,7588.48,20894.09,11557.93,76,14.73,22,3,4,0.261,0,0,0,4,1.982,11345.08,125,0.587,1,0,1,15706.0,Good,Complete,0.399,Review,843.0,Excellent,0.705,0.499,0.225,Low,Rejected,Performing,0
CUST009047,62,Female,Married,Master,Self-employed,South,Tier2,Rent,89137.0,7428.08,4900.62,7910.31,55845.11,24153.95,26,12.42,5,1,0,0.355,0,0,0,1,1.512,11026.62,62,0.795,1,0,0,0.0,Good,Complete,0.418,Review,758.0,Very Good,0.897,0.34,0.055,Low,Rejected,Performing,0
CUST009048,59,Male,Married,Master,Student,East,Tier2,Own,62579.0,5214.92,4422.44,4296.97,34205.2,11787.09,7,11.6,13,8,1,0.33,1,0,0,2,1.176,4128.98,100,0.692,1,1,0,0.0,Good,Complete,0.408,Review,804.0,Excellent,0.735,0.152,0.173,Low,Rejected,Performing,0
CUST009049,39,Male,Divorced,Master,Salaried,East,Tier2,Rent,79045.0,6587.08,4966.18,25028.86,3727.33,20961.92,65,5.93,11,9,4,0.333,0,0,0,0,1.325,18456.48,104,0.63,1,1,1,49392.0,Good,Complete,0.542,Review,840.0,Excellent,0.312,0.246,0.101,Low,Rejected,Performing,0
CUST009050,54,Female,Married,Master,Unemployed,East,Tier2,Family,72165.0,6013.75,4402.06,3530.33,14268.43,25349.09,45,16.66,26,7,2,0.627,1,0,0,0,1.361,4368.0,116,0.582,1,2,1,44652.0,Good,Complete,0.556,Review,850.0,Excellent,0.549,0.268,0.746,High,Rejected,At Risk,0
CUST009051,22,Male,Married,Associate,Student,East,Tier3,Own,61745.0,5145.42,3252.58,11914.42,1766.16,24274.01,78,6.05,10,10,4,0.567,1,2,0,1,1.579,12303.53,71,0.579,1,0,0,0.0,Average,Complete,0.628,Review,713.0,Good,0.422,0.368,0.937,Critical,Rejected,Defaulted,1
CUST009052,46,Male,Single,Associate,Salaried,North,Tier3,Rent,53477.0,4456.42,2932.97,8641.45,9751.08,7578.11,28,8.7,30,12,1,0.44,1,0,0,2,1.515,8976.46,68,0.823,1,1,0,0.0,Good,Complete,0.522,Review,850.0,Excellent,0.324,0.342,0.308,Medium,Rejected,Performing,0
CUST009053,23,Female,Married,Associate,Self-employed,South,Tier2,Own,61637.0,5136.42,3039.84,1412.65,707.97,42953.66,21,8.37,14,6,0,0.206,0,0,0,2,1.685,1177.61,144,0.63,0,1,0,0.0,Average,Complete,0.607,Review,850.0,Excellent,0.708,0.408,0.053,Low,Rejected,Performing,0
CUST009054,53,Female,Married,Associate,Student,North,Tier2,Rent,100391.0,8365.92,5493.95,7867.35,60054.29,52055.15,54,11.6,19,5,2,0.238,0,0,0,5,1.52,4156.24,135,0.639,1,2,0,0.0,Good,Complete,0.381,Review,816.0,Excellent,1.117,0.343,0.929,Critical,Rejected,Defaulted,1
CUST009055,64,Male,Married,Master,Salaried,East,Tier1,Own,77542.0,6461.83,4058.92,11642.65,7094.3,18176.14,67,12.47,18,9,1,0.469,0,0,0,2,1.587,17158.94,61,0.698,1,0,0,0.0,Good,Complete,0.861,Rejected,850.0,Excellent,0.326,0.372,0.445,Medium,Rejected,Performing,0
CUST009056,51,Female,Married,Bachelor,Salaried,North,Tier3,Own,34986.0,2915.5,2121.55,5206.63,3400.46,31437.79,76,9.27,28,11,4,0.606,0,0,0,2,1.368,5861.8,74,0.768,0,0,1,33490.0,Good,Complete,0.588,Review,850.0,Excellent,0.996,0.272,0.351,Medium,Rejected,Performing,0
CUST009057,58,Female,Single,Associate,Salaried,West,Tier3,Rent,30607.0,2550.58,2080.8,7156.34,8488.38,12000.32,78,7.2,5,8,4,0.41,0,0,0,4,1.222,8038.08,17,0.88,1,0,1,11431.0,Average,Complete,0.557,Review,765.0,Very Good,0.669,0.184,0.542,High,Rejected,At Risk,0
CUST009058,31,Male,Single,Master,Contract,South,Tier1,Rent,75606.0,6300.5,4338.56,23062.42,21034.37,12794.73,46,6.09,29,4,3,0.316,1,0,0,2,1.45,19984.33,121,0.917,0,0,0,0.0,Average,Partial,0.817,Rejected,850.0,Excellent,0.447,0.311,0.73,High,Rejected,At Risk,0
CUST009059,65,Male,Single,Bachelor,Self-employed,South,Tier2,Own,18000.0,1500.0,1165.32,5367.97,10951.46,8019.79,23,13.78,15,4,4,0.281,2,0,0,4,1.272,7811.68,32,0.814,1,1,1,14505.0,Poor,Complete,0.84,Rejected,813.0,Excellent,1.054,0.223,0.987,Critical,Rejected,Defaulted,1
CUST009060,45,Male,Single,Associate,Salaried,East,Tier1,Own,30420.0,2535.0,1163.38,4540.63,16624.67,6226.64,48,11.01,14,10,3,0.357,0,0,0,1,2.159,3503.91,140,0.776,1,1,0,0.0,Good,Partial,0.751,Rejected,834.0,Excellent,0.751,0.541,0.221,Low,Rejected,Performing,0
CUST009061,51,Male,Married,Master,Self-employed,South,Tier3,Own,37993.0,3166.08,2275.34,11992.96,16447.96,8429.73,49,11.65,19,3,1,0.256,1,0,0,2,1.384,7581.4,59,0.987,1,0,0,0.0,Average,Complete,0.632,Review,848.0,Excellent,0.655,0.281,0.451,Medium,Rejected,At Risk,0
CUST009062,55,Female,Married,Bachelor,Self-employed,North,Tier2,Rent,79405.0,6617.08,4464.86,26943.04,27499.53,12537.64,7,10.83,21,1,2,0.33,0,0,0,1,1.478,20422.18,101,0.63,1,0,0,0.0,Good,Partial,0.782,Rejected,850.0,Excellent,0.504,0.325,0.123,Low,Rejected,Performing,0
CUST009063,49,Male,Married,Bachelor,Salaried,West,Tier1,Own,95322.0,7943.5,4948.8,33249.73,38022.28,49353.83,59,12.41,4,2,1,0.408,0,0,0,1,1.601,46917.43,146,0.786,1,1,0,0.0,Average,Complete,0.666,Rejected,776.0,Very Good,0.917,0.377,0.317,Medium,Rejected,Performing,0
CUST009064,35,Other,Single,High School,Salaried,North,Tier3,Rent,56073.0,4672.75,3849.22,12494.8,8585.03,43313.76,73,5.0,19,1,4,0.552,0,0,0,1,1.212,12252.46,119,0.438,0,1,1,44940.0,Good,Complete,0.575,Review,850.0,Excellent,0.926,0.176,0.349,Medium,Rejected,Performing,0
CUST009065,48,Male,Married,Bachelor,Salaried,East,Tier1,Rent,43149.0,3595.75,1654.47,11726.89,3620.51,37313.95,77,13.38,10,3,2,0.176,0,0,0,1,2.156,12386.58,142,0.769,1,0,0,0.0,Average,Partial,0.841,Rejected,848.0,Excellent,0.949,0.54,0.44,Medium,Rejected,Performing,0
CUST009066,50,Female,Single,Associate,Salaried,West,Tier2,Rent,55310.0,4609.17,2104.69,3625.17,17948.16,16873.74,68,5.0,9,7,0,0.266,0,0,0,0,2.185,4635.21,34,0.576,1,1,0,0.0,Average,Complete,0.621,Review,850.0,Excellent,0.63,0.543,0.048,Low,Rejected,Performing,0
CUST009067,59,Female,Single,Bachelor,Contract,North,Tier1,Rent,237803.0,19816.92,15460.72,46868.34,124146.54,59123.0,22,5.0,28,11,2,0.349,0,0,0,1,1.281,46431.36,10,0.528,1,0,1,50130.0,Average,Complete,0.68,Rejected,850.0,Excellent,0.771,0.22,0.39,Medium,Rejected,Performing,0
CUST009068,42,Female,Married,High School,Unemployed,North,Tier3,Rent,87690.0,7307.5,6046.89,4214.36,2159.86,19641.37,51,10.9,3,12,3,0.343,0,0,0,2,1.206,5783.63,108,0.617,1,0,1,29203.0,Good,Complete,0.425,Review,739.0,Good,0.249,0.173,0.209,Low,Rejected,Performing,0
CUST009069,43,Female,Married,Associate,Contract,North,Tier3,Own,42004.0,3500.33,1939.22,3043.92,9135.65,25411.77,68,14.99,13,12,3,0.533,0,0,0,1,1.791,3515.16,81,0.756,0,1,0,0.0,Good,Complete,0.537,Review,806.0,Excellent,0.822,0.446,0.141,Low,Rejected,Performing,0
CUST009070,43,Female,Single,High School,Salaried,East,Tier1,Family,53002.0,4416.83,2511.75,12327.49,29972.77,12099.19,61,11.65,2,3,4,0.381,1,1,0,1,1.75,10199.44,24,0.638,0,0,0,0.0,Good,Complete,0.702,Rejected,725.0,Good,0.794,0.431,0.901,Critical,Rejected,Defaulted,1
CUST009071,26,Female,Single,Master,Self-employed,West,Tier3,Own,30510.0,2542.5,1439.41,4836.41,9728.32,27237.72,44,13.18,15,11,4,0.55,0,1,0,1,1.75,3189.1,87,0.87,1,0,1,66723.0,Poor,Complete,0.73,Rejected,824.0,Excellent,1.212,0.434,0.856,Critical,Rejected,Defaulted,1
CUST009072,25,Female,Single,Associate,Salaried,South,Tier1,Rent,59952.0,4996.0,4111.97,5310.8,19871.12,33280.24,8,13.1,2,6,3,0.355,0,0,0,2,1.211,3504.18,67,0.868,1,1,0,0.0,Average,Partial,0.869,Rejected,763.0,Very Good,0.887,0.177,0.54,High,Rejected,At Risk,0
CUST009073,21,Female,Married,High School,Salaried,West,Tier2,Rent,46669.0,3889.08,2093.83,8253.98,18596.28,30743.61,27,8.93,14,7,4,0.19,1,0,0,3,1.85,6545.88,78,0.715,1,1,0,0.0,Good,Complete,0.464,Review,822.0,Excellent,1.057,0.462,0.505,High,Rejected,At Risk,0
CUST009074,50,Other,Single,Bachelor,Salaried,North,Tier3,Own,55761.0,4646.75,3265.78,15807.02,7274.57,28380.03,15,6.42,17,3,2,0.116,1,0,0,0,1.42,18413.71,67,0.816,1,0,0,0.0,Good,Complete,0.418,Review,847.0,Excellent,0.639,0.297,0.143,Low,Rejected,Performing,0
CUST009075,39,Male,Married,Master,Contract,South,Tier2,Family,31717.0,2643.08,1224.7,9886.3,7244.0,11242.07,29,11.43,1,4,1,0.275,1,0,0,3,2.138,6613.07,56,0.646,1,0,1,22266.0,Good,Complete,0.453,Review,691.0,Good,0.583,0.537,0.865,Critical,Rejected,Defaulted,1
CUST009076,59,Male,Single,Master,Salaried,East,Tier1,Own,71464.0,5955.33,4898.88,23578.23,37357.08,21302.09,29,11.16,17,1,1,0.272,0,0,0,1,1.213,12866.9,123,0.654,0,0,0,0.0,Good,Complete,0.521,Review,850.0,Excellent,0.821,0.177,0.11,Low,Rejected,Performing,0
CUST009077,52,Male,Married,Master,Salaried,West,Tier2,Rent,68106.0,5675.5,3644.66,10598.38,14161.81,19961.28,75,11.5,27,11,1,0.109,1,0,0,2,1.552,8236.97,120,0.668,0,0,1,33078.0,Good,Complete,0.575,Review,850.0,Excellent,0.501,0.358,0.432,Medium,Rejected,Performing,0
CUST009078,27,Female,Married,Master,Salaried,West,Tier2,Rent,98893.0,8241.08,6908.55,2440.25,32432.49,46781.58,22,8.95,22,9,3,0.125,0,0,0,1,1.191,2852.86,114,0.527,0,0,0,0.0,Good,Complete,0.539,Review,850.0,Excellent,0.801,0.162,0.287,Medium,Rejected,Performing,0
CUST009079,25,Male,Married,PhD,Salaried,North,Tier3,Own,34270.0,2855.83,2262.85,4278.53,16583.62,9597.44,68,10.91,29,2,2,0.192,0,1,0,0,1.256,6006.77,72,0.543,1,0,1,20206.0,Good,Complete,0.39,Review,850.0,Excellent,0.764,0.208,0.136,Low,Rejected,Performing,0
CUST009080,37,Male,Single,Associate,Salaried,East,Tier2,Rent,43636.0,3636.33,1879.07,11913.98,25991.1,27350.14,45,9.0,13,11,1,0.116,1,1,0,1,1.926,7540.42,133,0.638,1,0,0,0.0,Good,Pending,0.653,Rejected,792.0,Very Good,1.222,0.483,0.922,Critical,Rejected,Defaulted,1
CUST009081,62,Female,Single,Associate,Salaried,East,Tier1,Rent,90814.0,7567.83,5042.38,14419.69,52281.74,20146.65,53,7.87,29,1,4,0.362,1,0,0,2,1.499,7216.65,123,0.877,0,0,0,0.0,Good,Complete,0.711,Rejected,850.0,Excellent,0.798,0.334,0.871,Critical,Rejected,Defaulted,1
CUST009082,23,Male,Single,High School,Contract,East,Tier3,Family,74999.0,6249.92,2958.29,18763.78,2378.26,65750.68,67,10.19,0,10,0,0.208,2,0,0,1,2.105,15980.58,131,0.497,1,0,0,0.0,Average,Complete,0.854,Rejected,715.0,Good,0.908,0.527,0.863,Critical,Rejected,Defaulted,1
CUST009083,29,Female,Single,Master,Salaried,South,Tier2,Own,71971.0,5997.58,3519.41,18176.49,13230.09,51184.51,7,8.11,17,12,3,0.226,0,0,0,3,1.7,19107.05,149,0.675,0,1,0,0.0,Average,Partial,0.886,Rejected,850.0,Excellent,0.895,0.413,0.337,Medium,Rejected,Performing,0
CUST009084,22,Male,Single,Master,Self-employed,North,Tier3,Rent,75299.0,6274.92,4739.93,3782.74,27516.23,29702.51,35,11.5,14,11,0,0.414,2,0,0,1,1.321,3361.37,124,0.99,0,1,0,0.0,Average,Complete,0.596,Review,819.0,Excellent,0.76,0.245,0.609,High,Rejected,At Risk,0
CUST009085,39,Female,Single,Associate,Student,East,Tier2,Own,83766.0,6980.5,4110.44,14865.64,10892.45,8428.25,17,8.95,4,10,4,0.363,0,0,0,0,1.695,13607.0,137,0.597,1,0,1,9794.0,Good,Complete,0.512,Review,697.0,Good,0.231,0.411,0.065,Low,Rejected,Performing,0
CUST009086,65,Male,Married,Bachelor,Contract,West,Tier2,Rent,138221.0,11518.42,6941.02,21012.2,49975.78,85178.24,65,8.06,6,10,1,0.321,1,0,0,2,1.658,14080.46,17,0.822,1,0,0,0.0,Good,Complete,0.47,Review,778.0,Very Good,0.978,0.397,0.709,High,Rejected,At Risk,0
CUST009087,51,Female,Married,Associate,Contract,North,Tier2,Family,131024.0,10918.67,7522.94,19425.55,62217.4,13568.73,52,12.23,4,1,2,0.267,0,0,0,1,1.449,27103.66,146,0.76,1,1,0,0.0,Average,Partial,0.882,Rejected,757.0,Very Good,0.578,0.311,0.009,Low,Rejected,Performing,0
CUST009088,43,Female,Married,Master,Student,West,Tier1,Own,49162.0,4096.83,2226.6,14902.74,3064.81,22011.88,18,5.0,23,11,2,0.258,0,0,0,1,1.836,19540.26,130,0.774,0,0,0,0.0,Good,Complete,0.597,Review,850.0,Excellent,0.51,0.457,0.34,Medium,Rejected,Performing,0
CUST009089,27,Male,Single,High School,Salaried,West,Tier2,Own,84847.0,7070.58,4562.76,20184.74,29026.3,47418.71,76,7.4,13,5,0,0.264,0,0,0,0,1.547,27782.31,113,0.554,1,0,1,40782.0,Good,Pending,0.82,Rejected,845.0,Excellent,0.901,0.355,0.075,Low,Rejected,Performing,0
CUST009090,36,Male,Married,Bachelor,Unemployed,West,Tier2,Rent,27490.0,2290.83,1057.69,6978.84,13123.68,22351.2,49,10.53,12,7,0,0.227,0,1,0,1,2.145,3557.59,66,0.977,1,1,0,0.0,Average,Complete,0.638,Review,759.0,Very Good,1.29,0.538,0.451,Medium,Rejected,At Risk,0
CUST009091,44,Female,Married,Bachelor,Salaried,South,Tier3,Rent,72482.0,6040.17,4839.34,9365.97,16951.45,32486.54,28,7.86,8,6,0,0.353,1,0,0,2,1.246,13891.2,149,0.758,1,0,1,26249.0,Good,Complete,0.572,Review,726.0,Good,0.682,0.199,0.548,High,Rejected,At Risk,0
CUST009092,33,Female,Married,Associate,Salaried,East,Tier3,Rent,70336.0,5861.33,4756.05,8370.62,2861.3,12353.13,47,9.92,29,8,0,0.234,0,0,0,0,1.23,8504.26,103,0.675,1,0,0,0.0,Good,Partial,0.628,Review,850.0,Excellent,0.216,0.189,0.023,Low,Rejected,Performing,0
CUST009093,52,Male,Single,Master,Salaried,North,Tier1,Own,69873.0,5822.75,2643.49,5159.88,41889.96,30478.22,55,5.98,22,7,1,0.052,0,0,0,0,2.198,7111.51,94,0.626,0,0,0,0.0,Good,Complete,0.482,Review,850.0,Excellent,1.036,0.546,0.546,High,Rejected,At Risk,0
CUST009094,65,Female,Married,Bachelor,Unemployed,East,Tier3,Own,194479.0,16206.58,10164.32,4866.88,44374.29,21914.02,30,14.17,24,6,3,0.144,0,0,0,0,1.592,5983.88,140,0.615,0,2,0,0.0,Good,Complete,0.482,Review,850.0,Excellent,0.341,0.373,0.096,Low,Rejected,Performing,0
CUST009095,30,Male,Single,Bachelor,Salaried,North,Tier2,Rent,91784.0,7648.67,5933.01,27985.18,28920.99,66905.76,80,8.66,11,6,0,0.264,0,0,0,2,1.287,30966.86,25,0.733,1,0,0,0.0,Good,Complete,0.485,Review,811.0,Excellent,1.044,0.224,0.268,Medium,Rejected,Performing,0
CUST009096,32,Male,Single,High School,Salaried,West,Tier2,Own,61999.0,5166.58,4192.76,5039.51,1309.36,16254.9,66,9.26,4,4,3,0.226,0,0,0,1,1.23,3185.4,149,0.666,1,0,0,0.0,Good,Complete,0.544,Review,742.0,Very Good,0.283,0.188,0.015,Low,Rejected,Performing,0
CUST009097,26,Male,Single,Associate,Salaried,South,Tier1,Own,26284.0,2190.33,995.46,3505.28,6985.69,2434.19,63,6.01,11,12,1,0.18,0,1,0,0,2.187,4369.05,40,0.836,0,0,0,0.0,Good,Complete,0.536,Review,781.0,Very Good,0.358,0.546,0.117,Low,Rejected,Performing,0
CUST009098,53,Male,Single,High School,Salaried,West,Tier3,Own,69752.0,5812.67,3880.0,9127.0,28913.75,21494.15,60,10.48,29,8,2,0.19,1,0,0,0,1.494,9283.6,41,0.874,1,0,0,0.0,Average,Complete,0.626,Review,850.0,Excellent,0.723,0.332,0.083,Low,Rejected,Performing,0
CUST009099,41,Male,Divorced,Bachelor,Student,West,Tier3,Rent,134606.0,11217.17,5612.13,13051.74,42134.31,106903.32,78,10.99,23,1,4,0.173,1,0,0,0,1.995,15470.26,53,0.77,1,0,1,168309.0,Good,Partial,0.954,Rejected,850.0,Excellent,1.107,0.5,0.412,Medium,Rejected,Performing,0
CUST009100,33,Male,Married,Bachelor,Self-employed,West,Tier3,Rent,21056.0,1754.67,1418.93,5331.09,5241.58,2951.46,21,7.64,14,6,1,0.184,0,0,0,2,1.23,5977.99,137,0.752,1,0,0,0.0,Poor,Complete,0.728,Rejected,834.0,Excellent,0.389,0.191,0.215,Low,Rejected,Performing,0
CUST009101,30,Male,Married,Associate,Self-employed,East,Tier3,Own,79791.0,6649.25,4869.07,22774.43,47312.86,17188.1,30,11.85,25,6,4,0.39,1,0,0,3,1.362,11979.32,24,0.568,0,0,0,0.0,Good,Complete,0.584,Review,850.0,Excellent,0.808,0.268,0.663,High,Rejected,At Risk,0
CUST009102,24,Male,Divorced,Master,Salaried,North,Tier1,Own,50495.0,4207.92,3237.6,4726.3,18025.53,32213.59,24,6.53,7,7,0,0.329,0,0,0,2,1.297,5201.22,108,0.756,0,0,0,0.0,Good,Complete,0.634,Review,745.0,Very Good,0.995,0.231,0.417,Medium,Rejected,Performing,0
CUST009103,42,Female,Married,Associate,Student,West,Tier2,Own,88397.0,7366.42,5618.18,13398.43,31041.33,23480.55,78,7.9,15,7,2,0.349,0,0,0,3,1.309,20061.22,83,0.696,1,0,0,0.0,Average,Complete,0.642,Review,830.0,Excellent,0.617,0.237,0.652,High,Rejected,At Risk,0
CUST009104,51,Female,Married,Bachelor,Salaried,West,Tier2,Own,43064.0,3588.67,3032.07,2268.1,24404.98,6388.67,70,7.85,30,2,3,0.377,0,0,0,1,1.181,1907.41,19,0.69,1,0,1,13240.0,Good,Complete,0.481,Review,850.0,Excellent,0.715,0.155,0.054,Low,Rejected,Performing,0
CUST009105,31,Male,Married,PhD,Salaried,South,Tier3,Rent,49093.0,4091.08,3354.31,6543.76,11196.92,32616.24,34,9.32,5,11,1,0.381,1,0,0,1,1.216,7832.69,143,0.58,0,2,1,58429.0,Poor,Complete,0.739,Rejected,721.0,Good,0.892,0.18,0.75,High,Rejected,At Risk,0
CUST009106,21,Male,Single,Master,Salaried,South,Tier1,Rent,87488.0,7290.67,4239.1,22333.49,23638.21,24185.87,25,10.43,16,10,3,0.074,1,0,0,1,1.716,19419.14,143,0.62,1,0,0,0.0,Good,Complete,0.538,Review,846.0,Excellent,0.547,0.419,0.342,Medium,Rejected,Performing,0
CUST009107,42,Female,Single,Bachelor,Salaried,West,Tier3,Family,62450.0,5204.17,4206.83,11857.54,18574.05,13781.6,25,15.68,28,2,4,0.273,0,0,1,2,1.232,15561.94,69,0.504,1,0,0,0.0,Good,Partial,0.709,Rejected,850.0,Excellent,0.518,0.192,0.921,Critical,Rejected,Defaulted,1
CUST009108,51,Female,Single,High School,Unemployed,West,Tier3,Rent,82787.0,6898.92,3275.57,27413.38,17917.45,32549.42,69,13.57,8,4,2,0.289,0,0,0,1,2.097,16454.68,102,0.651,1,0,1,36188.0,Average,Complete,0.637,Review,791.0,Very Good,0.61,0.525,0.193,Low,Rejected,Performing,0
CUST009109,36,Female,Married,Bachelor,Contract,North,Tier3,Rent,85159.0,7096.58,5187.12,26446.31,53873.5,11844.36,57,6.49,18,6,0,0.188,0,0,0,0,1.366,23596.24,87,0.825,1,2,0,0.0,Good,Complete,0.628,Review,850.0,Excellent,0.772,0.269,0.026,Low,Rejected,Performing,0
CUST009110,32,Male,Married,Bachelor,Salaried,North,Tier1,Rent,61263.0,5105.25,4125.55,3669.45,15141.72,36676.77,82,11.67,5,10,2,0.117,0,0,0,0,1.234,3597.64,44,0.587,1,0,1,79707.0,Good,Complete,0.556,Review,806.0,Excellent,0.846,0.192,0.233,Low,Rejected,Performing,0
CUST009111,27,Male,Single,Bachelor,Self-employed,East,Tier3,Own,183590.0,15299.17,11256.75,34329.72,86518.98,51396.08,72,7.7,1,5,2,0.333,0,0,0,3,1.358,38345.89,8,0.715,0,0,1,117080.0,Good,Complete,0.615,Review,748.0,Very Good,0.751,0.264,0.199,Low,Rejected,Performing,0
CUST009112,54,Male,Married,Bachelor,Contract,East,Tier2,Family,46718.0,3893.17,2348.25,7538.68,17495.39,36125.9,6,13.29,27,2,4,0.213,0,0,1,4,1.649,8200.12,50,0.808,1,1,0,0.0,Good,Complete,0.398,Review,850.0,Excellent,1.148,0.397,0.955,Critical,Rejected,Defaulted,1
CUST009113,59,Female,Married,Master,Salaried,East,Tier2,Family,75899.0,6324.92,4065.46,16719.17,23315.48,64116.48,65,7.72,8,1,3,0.173,1,0,0,2,1.553,17600.2,119,0.601,1,0,1,113433.0,Good,Complete,0.496,Review,777.0,Very Good,1.152,0.357,0.657,High,Rejected,At Risk,0
CUST009114,55,Male,Single,Bachelor,Salaried,West,Tier1,Rent,149152.0,12429.33,10162.62,40852.72,51069.89,111884.98,12,9.87,26,4,3,0.305,0,0,0,0,1.222,34390.77,148,0.55,1,0,0,0.0,Good,Complete,0.523,Review,850.0,Excellent,1.093,0.182,0.461,Medium,Rejected,At Risk,0
CUST009115,44,Male,Married,Master,Salaried,East,Tier3,Rent,37627.0,3135.58,2289.75,8625.74,8668.56,16300.99,80,9.49,16,11,1,0.054,0,0,0,0,1.364,7091.64,132,0.46,1,1,1,13328.0,Good,Complete,0.64,Review,850.0,Excellent,0.664,0.27,0.022,Low,Rejected,Performing,0
CUST009116,53,Male,Married,Master,Contract,East,Tier2,Rent,58177.0,4848.08,2847.32,9921.43,30829.88,21606.63,11,13.8,27,11,0,0.775,0,0,0,3,1.694,8831.41,56,0.713,1,0,0,0.0,Good,Complete,0.58,Review,850.0,Excellent,0.901,0.413,0.172,Low,Rejected,Performing,0
CUST009117,38,Female,Single,Master,Unemployed,North,Tier2,Rent,77346.0,6445.5,3654.12,4055.73,33504.25,56568.06,43,6.71,6,12,0,0.445,0,0,0,5,1.761,5557.54,124,0.906,1,2,0,0.0,Good,Complete,0.643,Review,727.0,Good,1.165,0.433,0.897,Critical,Rejected,Defaulted,1
CUST009118,22,Male,Single,High School,Unemployed,North,Tier2,Own,23216.0,1934.67,956.41,6794.21,1766.47,17142.77,74,8.87,19,5,3,0.092,0,0,0,2,2.004,6106.56,125,0.562,1,0,1,36811.0,Good,Complete,0.654,Rejected,848.0,Excellent,0.814,0.506,0.791,Critical,Rejected,At Risk,0
CUST009119,37,Female,Married,Master,Self-employed,West,Tier2,Rent,47618.0,3968.17,2554.71,11876.18,28266.42,29968.53,11,10.3,15,7,1,0.336,0,0,0,1,1.547,10147.77,121,0.866,0,0,1,39434.0,Good,Complete,0.557,Review,824.0,Excellent,1.223,0.356,0.258,Medium,Rejected,Performing,0
CUST009120,52,Male,Married,Master,Salaried,West,Tier2,Rent,81185.0,6765.42,4679.77,26548.65,28483.54,44696.45,26,10.6,17,1,4,0.154,0,0,0,2,1.442,21199.8,48,0.667,1,0,1,54946.0,Average,Complete,0.636,Review,850.0,Excellent,0.901,0.308,0.331,Medium,Rejected,Performing,0
